,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
728,108年05月25日 06時42分00秒,臺南市永康區中山北路口 / 臺南市永康區富強路2段口,死亡1;受傷3,自用-小貨車(含客、貨兩用);自用-小客車;普通重型-機車;電動自行車-慢車;普通重型-機車;其他人-人,120.274031,23.030044
734,108年05月26日 12時44分35秒,臺南市新市區永就里中華路口 / 臺南市新市區永就里中山路口,死亡1;受傷1,普通重型-機車;普通重型-機車;乘客-人,120.290811,23.067529
781,108年06月05日 16時45分00秒,臺南市安南區安明路4段北側 / 臺南市安南區公學路7段,死亡1;受傷0,普通重型-機車;自用-小客車,120.135652,23.081244
785,108年06月06日 14時38分03秒,臺南市麻豆區南63 5公里100.0公尺處南側向外側,死亡1;受傷0,普通重型-機車,120.282031,23.202673
800,108年06月09日 05時00分00秒,臺南市新營區民榮里新進路2段北側 / 臺南市新營區興農街,死亡2;受傷1,普通重型-機車;自用-小客車;乘客-人;普通重型-機車,120.308453,23.300543
826,108年06月13日 08時58分43秒,臺南市六甲區菁埔里區道南60線口 / 臺南市六甲區無名路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.285524,23.23025
838,108年06月16日 06時23分14秒,臺南市東區文化一街口 / 臺南市東區文化三街口,死亡1;受傷0,普通重型-機車;自用-小客車,120.232088,22.976221
853,108年06月18日 17時58分16秒,臺南市善化區文正里陽明路口 / 臺南市善化區文正里陽明路口,死亡1;受傷2,普通重型-機車;腳踏自行車-慢車;乘客-人,120.280588,23.135786
866,108年06月21日 18時10分00秒,臺南市新營區姑爺里區道南72線南側 / 臺南市新營區姑爺里區道南73線南側,死亡1;受傷0,普通輕型-機車;營業用-大貨車,120.254713,23.28077
875,108年06月23日 06時30分00秒,臺南市西港區南海里慶安路232之1號前0.0公尺附近,死亡1;受傷0,自用-小客車;普通重型-機車,120.196038,23.119631
880,108年06月23日 21時03分45秒,臺南市安定區安加里區道南132線前0.0公尺,死亡1;受傷0,普通輕型-機車,120.231154,23.110601
884,108年06月24日 10時20分22秒,臺南市北區育德路口 / 臺南市北區西門路4段口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.203879,23.007061
885,108年06月25日 06時22分00秒,臺南市永康區王行路511號,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.272875,23.041004
890,108年06月25日 19時38分57秒,臺南市仁德區仁愛里大同路3段口 / 臺南市仁德區仁愛里保仁路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.217067,22.96049
894,108年06月26日 17時04分07秒,臺南市六甲區中社里市道174線中社7號前0.0公尺口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.32827,23.236108
916,108年06月30日 18時26分00秒,臺南市新市區大洲里大洲外環道前0.0公尺,死亡1;受傷0,普通重型-機車,120.258329,23.068637
925,108年07月03日 08時00分43秒,臺南市下營區新興里中山路1段476巷207號前0.0公尺口,死亡1;受傷3,自用-小貨車(含客、貨兩用);自用-小客車;乘客-人;乘客-人,120.281583,23.241646
932,108年07月05日 17時51分00秒,臺南市南化區台20線 46公里700.0公尺處附近向外側,死亡2;受傷1,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人,120.522481,23.083258
935,108年07月06日 03時22分00秒,臺南市北區小東路147巷口,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),120.22686,23.000888
943,108年07月08日 06時39分59秒,臺南市新市區南科南路口 / 臺南市新市區南科二路口,死亡1;受傷1,普通重型-機車;自用-小客車,120.281616,23.095629
958,108年07月10日 19時24分45秒,臺南市柳營區光福里柳營路2段220號東側,死亡1;受傷0,自用-小客車;普通重型-機車,120.31195,23.281156
961,108年07月11日 12時22分21秒,臺南市北區臨安路2段12號,死亡1;受傷0,行人-人;自用-小客車,120.195591,23.002216
971,108年07月14日 01時50分53秒,臺南市仁德區上崙里中正路1段口 / 臺南市仁德區上崙里保安路2段,死亡1;受傷0,普通重型-機車;自用-小客車,120.247975,22.937882
972,108年07月14日 04時39分00秒,臺南市北區開元路北側 / 臺南市北區前鋒路,死亡1;受傷1,普通重型-機車;普通重型-機車;遊覽車-大客車,120.216756,23.006017
984,108年07月16日 11時42分00秒,臺南市玉井區玉田里中山路口 / 臺南市玉井區玉田里省道臺84線平面道路口,死亡1;受傷4,自用-小貨車(含客、貨兩用);自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人,120.45805,23.119246
992,108年07月18日 13時36分52秒,臺南市安定區蘇林里蘇厝25之1號前0.0公尺,死亡1;受傷0,普通重型-機車,120.253146,23.12669
1001,108年07月20日 06時06分20秒,臺南市歸仁區大廟里省道臺39線口 / 臺南市歸仁區保大路3段口,死亡1;受傷0,普通重型-機車;營業用-半聯結車,120.281098,22.99653
1017,108年07月24日 11時43分00秒,臺南市安南區北安路2段南側 / 臺南市安南區北安路2段西側,死亡1;受傷0,自用-小客車;普通重型-機車,120.204963,23.025964
1025,108年07月26日 01時38分20秒,臺南市仁德區中洲里中洲76-75號前,死亡1;受傷1,自用-小客車;乘客-人,120.242355,22.917387
1027,108年07月27日 01時45分07秒,臺南市後壁區長短樹里魚寮42號前附近,死亡1;受傷0,普通重型-機車,120.336557,23.369214
1060,108年08月02日 09時33分00秒,臺南市東區崇學路口 / 臺南市東區崇學路口,死亡1;受傷0,腳踏自行車-慢車;營業用-大貨車,120.224654,22.981261
1064,108年08月02日 12時35分00秒,臺南市永康區和平東路46號,死亡1;受傷0,普通重型-機車;營業用-大貨車;營業用-大貨車,120.269157,23.056451
1072,108年08月04日 12時37分42秒,臺南市官田區國道3號 334公里500.0公尺處南側向路肩,死亡1;受傷0,自用-小客車,120.355262,23.194952
1091,108年08月09日 03時38分00秒,臺南市安南區府安路3段367號,死亡1;受傷0,自用-小客車,120.215815,23.02618
1116,108年08月14日 16時10分05秒,臺南市仁德區後壁里民安路2段口 / 臺南市仁德區後壁里崑崙街,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.267473,22.945297
1125,108年08月16日 10時47分00秒,臺南市佳里區市道176線口 / 臺南市佳里區區道南51線口,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);遊覽車-大客車,120.193993,23.1663
1157,108年08月24日 03時45分42秒,臺南市七股區中38 5公里400.0公尺處南側,死亡1;受傷2,自用-小貨車(含客、貨兩用);拼裝車-其他車;乘客-人,120.094127,23.101883
1173,108年08月26日 17時00分41秒,臺南市北區武聖路246-1號,死亡1;受傷0,普通重型-機車;自用-小客車,120.187587,23.008381
1178,108年08月27日 20時45分00秒,臺南市安南區安中路4段446號,死亡1;受傷1,普通重型-機車;自用-小客車,120.160298,23.053925
1180,108年08月28日 14時07分00秒,臺南市中西區臨安路1段50號,死亡1;受傷0,自用-大貨車;普通重型-機車,120.190233,22.998736
1184,108年08月30日 04時52分48秒,臺南市新營區國道1號 288公里500.0公尺處南側向外側,死亡1;受傷0,自用-小客車;營業用-全聯結車,120.286214,23.300949
1197,108年09月02日 10時18分00秒,臺南市麻豆區國道1號 305公里600.0公尺處南側向外側,死亡1;受傷0,自用-小貨車(含客、貨兩用);乘客-人,120.231686,23.165042
