,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
6291,108年01月07日 11時42分00秒,花蓮縣新城鄉海星中學前,死亡0;受傷2,營業用-曳引車;營業用-曳引車,121.61390800000001,24.00715
6372,108年01月07日 13時10分00秒,花蓮縣花蓮市國民十二街與國盛二街口,死亡0;受傷1,普通重型-機車;自用-小客車,121.60580800000001,23.995626
6499,108年01月07日 15時42分00秒,花蓮縣吉安鄉北昌村中央路3段口 / 花蓮縣吉安鄉北昌村建國路一段口,死亡0;受傷1,自用-小客車;普通重型-機車,121.587979,23.987033
6856,108年01月07日 21時51分00秒,花蓮縣花蓮市十六股大道與豐村路口附近,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.603784,24.003698
6986,108年01月08日 07時29分00秒,花蓮縣吉安鄉稻香村吉豐路2段口 / 花蓮縣吉安鄉稻香村吉興路2段口,死亡0;受傷1,電動自行車-慢車;自用-小客車,121.567476,23.957096
7101,108年01月08日 08時34分00秒,花蓮縣吉安鄉南濱路1段口 / 花蓮縣吉安鄉東海十街北側,死亡0;受傷1,自用-小客車;普通重型-機車,121.60194299999999,23.956359
7115,108年01月08日 08時44分17秒,花蓮縣花蓮市重慶路北側 / 花蓮縣花蓮市中山路南側,死亡0;受傷1,行人-人;自用-小客車,121.608946,23.972260000000002
7168,108年01月08日 09時33分30秒,花蓮縣新城鄉大漢村大德街與華興街口,死亡0;受傷1,自用-小客車;普通重型-機車,121.612338,24.032288
7173,108年01月08日 09時38分00秒,花蓮縣花蓮市美工九街5號前0.0公尺,死亡0;受傷1,腳踏自行車-慢車,121.62128999999999,24.012663
7209,108年01月08日 10時15分00秒,花蓮縣花蓮市中正路口 / 花蓮縣花蓮市德安六街,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.594632,23.96886
7266,108年01月08日 11時09分00秒,花蓮縣豐濱鄉台11線 50公里800.0公尺處北側向路肩,死亡0;受傷1,大型重型1(550C.C.以上)-機車,121.527622,23.597064000000003
7336,108年01月08日 12時11分01秒,花蓮縣吉安鄉勝安村中原路1段49巷前0.0公尺,死亡0;受傷2,普通重型-機車;普通重型-機車,121.59016899999999,23.97785
7418,108年01月08日 13時56分15秒,花蓮縣壽豐鄉豐坪村豐坪路3段27號前0.0公尺西側,死亡0;受傷1,自用-小客車;普通重型-機車,121.518667,23.847554000000002
7506,108年01月08日 15時40分00秒,花蓮縣花蓮市新興路56號前0.0公尺東側,死亡0;受傷2,普通重型-機車;普通重型-機車,121.61129299999999,23.984129
7625,108年01月08日 17時32分00秒,花蓮縣花蓮市中正路口 / 花蓮縣花蓮市和平路口,死亡0;受傷2,普通重型-機車;普通重型-機車,121.603071,23.974439999999998
7752,108年01月08日 19時02分00秒,花蓮縣花蓮市中原路660號前0.0公尺西側,死亡0;受傷2,行人-人;電動自行車-慢車;自用-小客車,121.593833,23.975189
7819,108年01月08日 20時28分15秒,花蓮縣吉安鄉中華路2段98號,死亡0;受傷1,自用-小客車;普通重型-機車,121.58591899999999,23.973978
7914,108年01月08日 23時17分48秒,花蓮縣鳳林鎮兆豐路前0.0公尺北側,死亡0;受傷1,自用-小客車;普通重型-機車,121.46292,23.788868
7940,108年01月09日 03時33分00秒,花蓮縣新城鄉新城村亞洲水泥公司側門前,死亡0;受傷1,營業用-曳引車;普通重型-機車,121.638066,24.130641
8043,108年01月09日 07時35分22秒,花蓮縣花蓮市尚志路9-2號前0.0公尺南側,死亡0;受傷2,自用-小客車;自用-小客車;乘客-人,121.609696,23.986795
8081,108年01月09日 07時50分00秒,花蓮縣花蓮市中正路口 / 花蓮縣花蓮市中順街口,死亡0;受傷1,普通重型-機車;普通重型-機車,121.595982,23.969751000000002
8223,108年01月09日 09時09分23秒,花蓮縣花蓮市和平路建林街口,死亡0;受傷1,自用-小客車;普通重型-機車,121.599007,23.979406
8234,108年01月09日 09時17分52秒,花蓮縣花蓮市尚志路33號東側,死亡0;受傷1,普通重型-機車,121.61212900000001,23.997309
8335,108年01月09日 11時08分00秒,花蓮縣花蓮市中央路三段北側 / 花蓮縣花蓮市國富二五街,死亡0;受傷1,自用-小客車;普通重型-機車,121.593428,23.994606
8362,108年01月09日 11時42分00秒,花蓮縣玉里鎮台9線 297公里北側向外側,死亡0;受傷1,自用-小客車,121.33784399999999,23.403295
8444,108年01月09日 13時06分00秒,花蓮縣花蓮市富強路口 / 花蓮縣花蓮市裕祥路,死亡0;受傷1,自用-小客車;普通重型-機車,121.598584,23.998638
8539,108年01月09日 15時20分31秒,花蓮縣吉安鄉北昌村建昌路口 / 花蓮縣吉安鄉北昌村自立路口,死亡0;受傷1,自用-小客車;普通重型-機車,121.59593400000001,23.986857
8702,108年01月09日 17時49分00秒,花蓮縣花蓮市國富二街北側 / 花蓮縣花蓮市國富十街東側,死亡0;受傷1,自用-小客車;普通重型-機車,121.596595,23.988599
8902,108年01月09日 20時09分46秒,花蓮縣花蓮市農兵橋與防汛道路口,死亡0;受傷2,普通重型-機車;自用-小客車;乘客-人,121.611167,23.99755
8929,108年01月09日 20時41分00秒,花蓮縣花蓮市美工路口 / 花蓮縣花蓮市美工九街,死亡0;受傷2,自用-小客車;自用-小客車,121.622075,24.01343
9193,108年01月10日 08時00分56秒,花蓮縣吉安鄉海岸路274號前0.0公尺西側,死亡0;受傷1,自用-小客車;普通重型-機車;自用-小客車,121.591894,23.95382
9229,108年01月10日 08時25分49秒,花蓮縣花蓮市富強路312號前0.0公尺西側,死亡0;受傷1,普通重型-機車,121.600877,24.000829
9241,108年01月10日 08時30分30秒,花蓮縣吉安鄉明仁二街175巷與永安二街口,死亡0;受傷1,自用-小客車;其他慢車-慢車,121.57503999999999,23.988457999999998
9253,108年01月10日 08時43分55秒,花蓮縣吉安鄉南濱路1段南側 / 花蓮縣吉安鄉東海十街東側,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,121.60203600000001,23.95639
9290,108年01月10日 09時10分00秒,花蓮縣花蓮市國富九街22號前0.0公尺西側,死亡0;受傷1,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,121.59845200000001,23.990185
9303,108年01月10日 09時20分49秒,花蓮縣鳳林鎮復興路北側 / 花蓮縣鳳林鎮復興路東側,死亡0;受傷1,普通重型-機車;自用-小客車,121.47210600000001,23.762028
9321,108年01月10日 09時40分06秒,花蓮縣花蓮市新港街與林森路口,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.60523500000001,23.981138
9344,108年01月10日 10時07分07秒,花蓮縣秀林鄉景美村加灣177之33號前,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.611124,24.085677
9349,108年01月10日 10時10分02秒,花蓮縣花蓮市中正路口 / 花蓮縣花蓮市自由街口,死亡0;受傷2,普通重型-機車;普通重型-機車,121.60605,23.976366
9377,108年01月10日 10時46分00秒,花蓮縣花蓮市中正路西側 / 花蓮縣花蓮市新港街南側,死亡0;受傷1,計程車-小客車;普通重型-機車;乘客-人,121.60793600000001,23.977638
9418,108年01月10日 11時33分33秒,花蓮縣花蓮市沙基拉雅街113巷111號前0.0公尺北側,死亡0;受傷1,普通重型-機車;自用-小客車,121.581981,24.010365
9424,108年01月10日 11時39分42秒,花蓮縣花蓮市中正路口 / 花蓮縣花蓮市中和街口,死亡0;受傷1,電動自行車-慢車;自用-小客車,121.599923,23.972363
9471,108年01月10日 12時15分56秒,花蓮縣花蓮市民國路75號前0.0公尺,死亡0;受傷1,普通重型-機車;普通重型-機車,121.603569,23.977606
9529,108年01月10日 13時20分00秒,花蓮縣花蓮市節約街北側 / 花蓮縣花蓮市明禮路,死亡0;受傷2,普通輕型-機車;普通重型-機車,121.610073,23.980363
9551,108年01月10日 13時50分03秒,花蓮縣吉安鄉仁里村東海一街口 / 花蓮縣吉安鄉仁里村中正路1段口,死亡0;受傷1,普通重型-機車,121.58681100000001,23.966874
9646,108年01月10日 15時50分00秒,花蓮縣吉安鄉仁里一街口 / 花蓮縣吉安鄉仁里一街口,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.590652,23.971763
9788,108年01月10日 17時45分35秒,花蓮縣花蓮市中華路口 / 花蓮縣花蓮市林森路口,死亡0;受傷2,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,121.596286,23.974819
9795,108年01月10日 17時50分00秒,花蓮縣花蓮市國富二街口 / 花蓮縣花蓮市富祥街口,死亡0;受傷2,普通重型-機車;普通重型-機車,121.592823,23.992317
9858,108年01月10日 18時32分00秒,花蓮縣吉安鄉吉安村吉興路1段77號前0.0公尺西側,死亡0;受傷2,普通重型-機車;普通重型-機車,121.57744299999999,23.970587
9883,108年01月10日 18時58分37秒,花蓮縣新城鄉復興路395號前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小客車,121.601899,24.038942000000002
9970,108年01月10日 20時50分10秒,花蓮縣吉安鄉中央路3段東側 / 花蓮縣吉安鄉民治路,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,121.585466,23.982703
10176,108年01月11日 07時45分55秒,花蓮縣花蓮市中華路58號附近,死亡0;受傷2,電動輔助自行車-慢車;腳踏自行車-慢車,121.607671,23.976141000000002
10201,108年01月11日 07時56分00秒,花蓮縣花蓮市豐村路94之10號前0.0公尺,死亡0;受傷1,自用-小客車;自用-小客車,121.59864099999999,24.00295
10293,108年01月11日 09時00分23秒,花蓮縣花蓮市豐村路99之7號前0.0公尺,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,121.598603,24.002955
10310,108年01月11日 09時13分19秒,花蓮縣吉安鄉七腳川溪防汛道路南側 / 花蓮縣吉安鄉北安街口,死亡0;受傷2,普通重型-機車;普通重型-機車,121.57773700000001,23.978683
10316,108年01月11日 09時18分21秒,花蓮縣光復鄉台9線 247公里500.0公尺處北側向內側,死亡0;受傷1,普通重型-機車,121.40938700000001,23.687124
10354,108年01月11日 09時58分02秒,花蓮縣花蓮市中央路3段707號前0.0公尺北側,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.592547,23.996205
10366,108年01月11日 10時12分24秒,花蓮縣花蓮市建林街與博愛街街口,死亡0;受傷1,普通重型-機車;普通重型-機車,121.60098400000001,23.982485999999998
10379,108年01月11日 10時22分30秒,花蓮縣吉安鄉吉安路2段與慶北3街口,死亡0;受傷1,普通重型-機車;自用-大貨車,121.56841399999999,23.981542
10432,108年01月11日 11時22分08秒,花蓮縣吉安鄉北昌村北昌一街西側 / 花蓮縣吉安鄉北昌村建昌路北側,死亡0;受傷1,普通重型-機車;普通重型-機車,121.59746899999999,23.986275
10462,108年01月11日 11時50分09秒,花蓮縣吉安鄉自強路西側 / 花蓮縣吉安鄉慈惠二街口,死亡0;受傷2,普通重型-機車;普通重型-機車,121.58509199999999,23.976543
10566,108年01月11日 13時30分00秒,花蓮縣花蓮市府前路與縣政府前路口,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,121.62185600000001,23.990471
