,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
68195,108年03月14日 11時41分00秒,宜蘭縣羅東鎮純精路3段口 / 宜蘭縣羅東鎮樹人路口,死亡0;受傷1,自用-小客車;普通重型-機車,121.765068,24.682845999999998
68249,108年03月14日 12時40分08秒,宜蘭縣員山鄉員山路1段西側 / 宜蘭縣員山鄉慈惠路北側,死亡0;受傷1,普通重型-機車;普通重型-機車;普通重型-機車;自用-小客車,121.728944,24.746696
68292,108年03月14日 13時55分54秒,宜蘭縣蘇澳鎮蘇濱路口 / 宜蘭縣蘇澳鎮三民路口,死亡0;受傷2,腳踏自行車-慢車;普通輕型-機車,121.85158799999999,24.612883
68316,108年03月14日 14時34分00秒,宜蘭縣礁溪鄉大忠村大忠路41號,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.767784,24.819024
68390,108年03月14日 16時15分49秒,宜蘭縣宜蘭市舊城南路西側 / 宜蘭縣宜蘭市昇平街北側,死亡0;受傷2,普通重型-機車;普通重型-機車,121.753024,24.754305
68446,108年03月14日 17時10分00秒,宜蘭縣冬山鄉香中路東側 / 宜蘭縣冬山鄉191縣道路,死亡0;受傷1,自用-大貨車;普通重型-機車,121.809933,24.623548
68452,108年03月14日 17時15分00秒,宜蘭縣礁溪鄉礁溪路四段158號,死亡0;受傷2,普通重型-機車;普通重型-機車,121.77017099999999,24.822446
68468,108年03月14日 17時30分00秒,宜蘭縣五結鄉西河五路口 / 宜蘭縣五結鄉西河五路口,死亡0;受傷2,普通重型-機車;普通重型-機車,121.761072,24.705471
68583,108年03月14日 19時02分00秒,宜蘭縣礁溪鄉信義路34巷6號前,死亡0;受傷1,自用-小客車;普通重型-機車,121.77056599999999,24.826639
68623,108年03月14日 20時00分00秒,宜蘭縣冬山鄉冬山路2段129號前0.0公尺南側,死亡0;受傷1,普通重型-機車;腳踏自行車-慢車,121.787044,24.63736
68635,108年03月14日 20時23分00秒,宜蘭縣冬山鄉義成路1段西側 / 宜蘭縣冬山鄉公園路1段,死亡0;受傷1,普通重型-機車;普通重型-機車,121.784144,24.635378
68668,108年03月14日 21時30分00秒,宜蘭縣壯圍鄉美功路2段口 / 宜蘭縣壯圍鄉大福路3段口,死亡0;受傷1,自用-小客車;普通重型-機車,121.78293500000001,24.775932
68681,108年03月14日 21時50分04秒,宜蘭縣礁溪鄉玉龍路一段158號前,死亡0;受傷1,普通重型-機車;自用-小客車,121.784415,24.789537
68870,108年03月15日 07時53分02秒,宜蘭縣宜蘭市中山路1段口 / 宜蘭縣宜蘭市北公園路口,死亡0;受傷2,普通重型-機車;普通重型-機車,121.75693899999999,24.741813
68895,108年03月15日 08時03分39秒,宜蘭縣宜蘭市泰山路238號前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小客車,121.744099,24.750912
68900,108年03月15日 08時09分00秒,宜蘭縣五結鄉公園三路92號前0.0公尺,死亡0;受傷1,普通重型-機車,121.809348,24.678227
68912,108年03月15日 08時19分05秒,宜蘭縣冬山鄉宜東路東側 / 宜蘭縣冬山鄉191甲線東側,死亡0;受傷1,工程車-特種車;普通重型-機車,121.804569,24.646401
