,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
2,108年01月01日 09時38分00秒,苗栗縣三灣鄉台3線 103公里北側向外側,死亡1;受傷0,大型重型1(550C.C.以上)-機車,120.955595,24.614313
16,108年01月03日 19時15分20秒,苗栗縣頭份市中正一路140巷口,死亡1;受傷0,自用-小客車;行人-人,120.928382,24.683937
18,108年01月04日 06時27分00秒,苗栗縣苗栗市至公路642號(魚市場)對向車道,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.807731,24.571506
41,108年01月08日 03時10分00秒,苗栗縣公館鄉沿山道和大東路,死亡1;受傷0,自用-小客車;營業用-曳引車,120.832316,24.500857
63,108年01月11日 10時12分53秒,苗栗縣後龍鎮新港六路與豐富六路口,死亡1;受傷0,民營公車-大客車;普通重型-機車,120.820949,24.604039
78,108年01月13日 05時26分37秒,苗栗縣苑裡鎮房裡里中山路與忠信街路口,死亡1;受傷0,自用-小客車;行人-人,120.647394,24.43418
115,108年01月18日 00時47分58秒,苗栗縣西湖鄉國道3號 136公里100.0公尺處南側,死亡1;受傷2,營業用-半聯結車;營業用-半聯結車;營業用-大貨車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;營業用-大貨車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),120.750308,24.553714
122,108年01月18日 13時22分46秒,苗栗縣竹南鎮開元里開元路與開元路487巷口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.867611,24.679311
165,108年01月25日 12時24分39秒,苗栗縣竹南鎮海口里西濱公路93公里往北慢車道,死亡1;受傷0,營業用-全聯結車;普通重型-機車,120.847094,24.680638
167,108年01月25日 15時50分48秒,苗栗縣後龍鎮東明里頂浮尾40-8號附近,死亡1;受傷0,自用-小客車;普通重型-機車,120.799095,24.630524
172,108年01月26日 08時38分18秒,苗栗縣苑裡鎮中山路與天下路口,死亡1;受傷0,自用-小客車;電動自行車-慢車,120.65047,24.440455
202,108年02月01日 08時36分03秒,苗栗縣苑裡鎮新復里新復五路與新復十六路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.646747,24.418544
212,108年02月03日 01時25分00秒,苗栗縣獅潭鄉台三線110.1公里處,死亡1;受傷0,普通重型-機車,120.883727,24.466052
255,108年02月12日 20時02分09秒,苗栗縣頭份市忠孝二路與忠孝一路69巷口,死亡1;受傷1,普通重型-機車;行人-人,120.906537,24.691023
257,108年02月13日 06時09分00秒,苗栗縣造橋鄉龍昇村苗8線5公里西向車道(大山交流道北上匝道口附近),死亡1;受傷0,自用-小客車;行人-人,120.818791,24.636052
276,108年02月16日 19時04分51秒,苗栗縣銅鑼鄉苗128線14.5K處附近,死亡1;受傷0,普通重型-機車,120.784635,24.492831
279,108年02月17日 05時22分57秒,苗栗縣通霄鎮台1線 131公里附近向機、慢車道,死亡1;受傷0,普通重型-機車,120.690321,24.510566
291,108年02月19日 07時35分08秒,苗栗縣竹南鎮大埔里想思林33號前,死亡1;受傷0,營業用-大貨車;普通重型-機車,120.895303,24.714047
294,108年02月19日 18時43分00秒,苗栗縣三義鄉國道1號 150公里900.0公尺處北側向外側,死亡1;受傷1,營業用-大貨車;營業用-半聯結車;乘客-人,120.756243,24.389298
319,108年02月26日 11時48分30秒,苗栗縣竹南鎮公義里公義路與香山交流道往南入口處,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.906541,24.734044
362,108年03月07日 03時43分00秒,苗栗縣通霄鎮國道3號 144公里400.0公尺處北側向內側,死亡1;受傷2,租賃車-小客車;乘客-人;乘客-人,120.706342,24.499707
404,108年03月16日 15時41分00秒,苗栗縣頭份市尖豐路631號前,死亡1;受傷0,動力機械-其他車;普通重型-機車;自用-小貨車(含客、貨兩用),120.883736,24.645472
463,108年03月28日 13時40分30秒,苗栗縣造橋鄉國道1號 119公里北側向外側,死亡1;受傷1,營業用-大貨車;租賃車-小客車;自用-小客車;自用-小客車,120.861379,24.624807
466,108年03月29日 14時50分03秒,苗栗縣苗栗市文聖里宜春路245號,死亡1;受傷0,營業用-大貨車;普通重型-機車,120.819479,24.591236
472,108年03月30日 00時10分32秒,苗栗縣銅鑼鄉台13線 42公里東側,死亡1;受傷0,普通重型-機車,120.780976,24.461724
485,108年04月01日 18時55分40秒,苗栗縣後龍鎮東明里頂浮尾38之29號前,死亡1;受傷1,普通重型-機車;行人-人,120.813713,24.632806
490,108年04月02日 20時35分38秒,苗栗縣通霄鎮國道3號 143公里250.0公尺處南側向外側,死亡2;受傷0,自用-小客車;營業用-大貨車;營業用-大貨車;乘客-人,120.703651,24.489706
501,108年04月05日 16時23分49秒,苗栗縣獅潭鄉台3線 121公里500.0公尺處北側向外側,死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),120.91741,24.53104
