,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
89532,108年04月07日 16時14分00秒,澎湖縣馬公市東文里108號前岔路口,死亡0;受傷1,普通重型-機車,119.59068300000001,23.561598999999998
89535,108年04月07日 16時17分00秒,澎湖縣馬公市復興里復國路口 / 澎湖縣馬公市復興里中山路口,死亡0;受傷1,電動自行車-慢車,119.562596,23.563173000000003
89552,108年04月07日 16時31分00秒,澎湖縣湖西鄉澎20號道1.6公里處,死亡0;受傷2,普通重型-機車;乘客-人,119.635278,23.560318
89712,108年04月07日 20時16分00秒,澎湖縣馬公市縣204線 3公里900.0公尺處東側向內側,死亡0;受傷5,計程車-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人,119.612821,23.551323999999997
89940,108年04月08日 07時41分00秒,澎湖縣西嶼鄉縣道203線29.9公里處岔路口(池東段),死亡0;受傷1,普通重型-機車;自用-小客車,119.51055,23.601941
91117,108年04月09日 10時25分00秒,澎湖縣馬公市東衛里縣202線道路口 / 澎湖縣馬公市東衛里澎21號道路口,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,119.608899,23.569648
92407,108年04月10日 15時44分00秒,澎湖縣馬公市朝陽里三多路53號前0.0公尺東側,死亡0;受傷2,普通重型-機車;普通重型-機車;自用-小客車,119.578879,23.574213
93180,108年04月11日 10時58分00秒,澎湖縣馬公市西衛里45號旁岔路口,死亡0;受傷2,普通重型-機車;普通重型-機車,119.57996399999999,23.580311
94244,108年04月12日 12時20分00秒,澎湖縣馬公市西衛里五福路口 / 澎湖縣馬公市西衛里五福路口,死亡0;受傷1,普通重型-機車;普通重型-機車,119.57872900000001,23.580012
94508,108年04月12日 17時12分00秒,澎湖縣馬公市縣201線 2公里170.0公尺處南側向外側,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,119.60276,23.534927
94676,108年04月12日 19時24分00秒,澎湖縣馬公市東文里澎28號道口 / 澎湖縣馬公市東文里文明路口,死亡0;受傷1,普通重型-機車;自用-小客車,119.586871,23.562998
