,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
1183,108年08月29日 19時59分00秒,臺東縣臺東市中興路4段121號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,121.101106,22.773391
1198,108年09月02日 12時04分00秒,臺東縣成功鎮東15 1公里500.0公尺處北側向外側,死亡1;受傷0,普通重型-機車,121.380934,23.105283
1271,108年09月15日 22時46分00秒,臺東縣太麻里鄉台9線 411公里南側,死亡1;受傷2,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人,120.97335,22.550524
1274,108年09月16日 14時23分00秒,臺東縣臺東市興盛路口 / 臺東縣臺東市興安路1段口,死亡1;受傷0,自用-小客車;普通重型-機車,121.126436,22.788973
1431,108年10月18日 20時09分00秒,臺東縣東河鄉台11線 134公里南側向外側,死亡1;受傷0,自用-小客車,121.281628,22.953008
1478,108年10月27日 01時53分00秒,臺東縣臺東市興安路1段150號前0.0公尺,死亡1;受傷0,普通重型-機車,121.127688,22.788769
1566,108年11月16日 21時20分00秒,臺東縣臺東市台11線 161公里6.0公尺處北側向外側,死亡1;受傷1,租賃車-小客車;乘客-人,121.163449,22.764694
1614,108年11月26日 15時38分35秒,臺東縣大武鄉台9線 433公里200.0公尺處東側,死亡1;受傷1,普通重型-機車;乘客-人,120.91171,22.377786
1713,108年12月14日 19時28分00秒,臺東縣臺東市馬亨亨大道口 / 臺東縣臺東市錦州街口,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,121.136214,22.778553
1750,108年12月20日 17時04分00秒,臺東縣太麻里鄉台9線 402公里500.0公尺處,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.955662,22.494903
1803,108年12月29日 21時16分13秒,臺東縣鹿野鄉台9線 329公里100.0公尺處,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車,121.133104,22.948114
