,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
8,108年01月01日 00時21分48秒,屏東縣琉球鄉美人路段美人幹27號電桿前,死亡0;受傷2,普通重型-機車;乘客-人,120.372027,22.352679000000002
26,108年01月01日 00時40分14秒,屏東縣恆春鎮大光里大光路55之56號旁,死亡0;受傷4,普通重型-機車;乘客-人;行人-人;行人-人,120.73727199999999,21.949566
59,108年01月01日 01時36分00秒,屏東縣鹽埔鄉中華路30-1號附近,死亡0;受傷1,自用-小客車;自用-小客車,120.60686899999999,22.722142
63,108年01月01日 01時45分00秒,屏東縣萬丹鄉水泉村丹榮路口 / 屏東縣萬丹鄉水泉村萬新路口,死亡0;受傷2,普通重型-機車;自用-小客車;乘客-人,120.489051,22.579231
71,108年01月01日 01時53分00秒,屏東縣屏東市林森路西側 / 屏東縣屏東市福州街南側,死亡0;受傷1,腳踏自行車-慢車;自用-小客車,120.493954,22.672411999999998
96,108年01月01日 03時35分00秒,屏東縣枋山鄉台一線茉莉灣酒店前南向,死亡0;受傷1,自用-小客車;普通重型-機車,120.66521499999999,22.242281
102,108年01月01日 04時19分15秒,屏東縣恆春鎮砂島路段(台26線42.5K處前),死亡0;受傷2,行人-人;普通重型-機車,120.848277,21.91014
119,108年01月01日 05時20分23秒,屏東縣恆春鎮鵝鑾里砂島路段,死亡0;受傷1,普通重型-機車,120.842249,21.9154
126,108年01月01日 05時56分00秒,屏東縣潮州鎮八龍路,死亡0;受傷1,普通重型-機車,120.53145400000001,22.540549
136,108年01月01日 06時38分00秒,屏東縣屏東市新生里和生路二段172號前0.0公尺,死亡0;受傷3,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,120.481816,22.652803
145,108年01月01日 06時59分00秒,屏東縣萬丹鄉社皮村南北路3段口 / 屏東縣萬丹鄉社皮村南北路3段口,死亡0;受傷1,自用-小客車;普通重型-機車,120.467001,22.622706
185,108年01月01日 07時50分00秒,屏東縣竹田鄉龍門路93號前0.0公尺,死亡0;受傷2,行人-人;普通重型-機車,120.523141,22.617465
189,108年01月01日 08時00分00秒,屏東縣恆春鎮省北路二段,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,120.733774,22.041492
193,108年01月01日 08時05分00秒,屏東縣恆春鎮墾丁路段,死亡0;受傷1,普通重型-機車,120.811489,21.935805
194,108年01月01日 08時05分00秒,屏東縣枋山鄉台1線 451公里500.0公尺處北側向路肩,死亡0;受傷1,普通重型-機車,120.652879,22.268462
204,108年01月01日 08時20分00秒,屏東縣枋山鄉台26線 8公里北側向路肩,死亡0;受傷2,自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;乘客-人;乘客-人,120.70133100000001,22.146231
212,108年01月01日 08時35分00秒,屏東縣九如鄉九明村維新街82號前0.0公尺,死亡0;受傷1,自用-小客車;電動自行車-慢車,120.48723100000001,22.733406
213,108年01月01日 08時35分00秒,屏東縣枋山鄉台一線453.7公里處北向,死亡0;受傷2,普通重型-機車;普通重型-機車,120.65287099999999,22.259314
221,108年01月01日 08時48分00秒,屏東縣枋山鄉台一線453.7公里處北向,死亡0;受傷1,自用-小客車;其他人-人,120.652874,22.259494
227,108年01月01日 08時54分00秒,屏東縣屏東市建國路口 / 屏東縣屏東市和生路3段口,死亡0;受傷2,普通重型-機車;普通重型-機車,120.46652399999999,22.655888
240,108年01月01日 09時17分00秒,屏東縣車城鄉尖山路段,死亡0;受傷1,普通重型-機車,120.702584,22.138552
259,108年01月01日 09時51分00秒,屏東縣里港鄉北安路1之20號前,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.50650700000001,22.821962
286,108年01月01日 10時30分22秒,屏東縣春日鄉力里溪上游山路14.7K,死亡0;受傷1,腳踏自行車-慢車,120.704793,22.427321
288,108年01月01日 10時33分00秒,屏東縣里港鄉潮厝村潮厝路48-21號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車;乘客-人,120.48223300000001,22.771891
296,108年01月01日 10時45分16秒,屏東縣新園鄉中慶巷201之1號前,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.45435400000001,22.535688
301,108年01月01日 10時51分00秒,屏東縣車城鄉中山路126號,死亡0;受傷1,大型重型2(250-550C.C.)-機車;自用-小客車;自用-小客車,120.71378700000001,22.078068
309,108年01月01日 11時04分00秒,屏東縣屏東市九江街口 / 屏東縣屏東市漢陽街口,死亡0;受傷1,普通重型-機車;普通重型-機車,120.477,22.670012
313,108年01月01日 11時09分00秒,屏東縣高樹鄉長美路與大平路口,死亡0;受傷1,普通重型-機車;普通重型-機車,120.60823500000001,22.845537
315,108年01月01日 11時09分56秒,屏東縣內埔鄉學人路四維路,死亡0;受傷1,自用-小客車;普通重型-機車,120.557359,22.595214000000002
319,108年01月01日 11時15分00秒,屏東縣潮州鎮永華街口 / 屏東縣潮州鎮永康街口,死亡0;受傷1,普通重型-機車,120.538802,22.544186
348,108年01月01日 11時50分00秒,屏東縣枋寮鄉台一線千越加油站(中山路二段66號)前北向,死亡0;受傷1,自用-小客車;普通重型-機車,120.59654099999999,22.38017
349,108年01月01日 11時51分00秒,屏東縣恆春鎮恆南路70號,死亡0;受傷1,自用-小客車;行人-人,120.745752,21.995553
414,108年01月01日 13時17分07秒,屏東縣萬丹鄉田厝村南北路2段口 / 屏東縣萬丹鄉田厝村惠崙路口,死亡0;受傷1,自用-小客車;普通重型-機車,120.466821,22.589292
415,108年01月01日 13時18分00秒,屏東縣恆春鎮出火風景區前,死亡0;受傷1,自用-小客車;普通重型-機車,120.757595,22.008273000000003
416,108年01月01日 13時20分00秒,屏東縣里港鄉大平村中山路99號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,120.49434699999999,22.778876999999998
427,108年01月01日 13時31分00秒,屏東縣潮州鎮光春路附近 / 屏東縣潮州鎮興美路附近,死亡0;受傷1,自用-小客車,120.54808600000001,22.511723
431,108年01月01日 13時37分00秒,屏東縣潮州鎮朝昇路口 / 屏東縣潮州鎮振興路口,死亡0;受傷1,普通重型-機車;自用-小客車,120.53926299999999,22.556212
432,108年01月01日 13時40分00秒,屏東縣三地門鄉台24線 29公里東側,死亡0;受傷1,普通重型-機車,120.69142099999999,22.752731
433,108年01月01日 13時40分00秒,屏東縣三地門鄉台24線 29公里東側,死亡0;受傷2,普通重型-機車;普通重型-機車,120.69142099999999,22.752731
442,108年01月01日 13時53分00秒,屏東縣恆春鎮船帆路段,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,120.823361,21.933945
449,108年01月01日 13時58分25秒,屏東縣東港鎮興農里興農路段,死亡0;受傷1,普通重型-機車,120.47743600000001,22.493444
455,108年01月01日 14時05分00秒,屏東縣霧臺鄉台24線 36公里800.0公尺處,死亡0;受傷1,普通重型-機車,120.75917,22.730936
466,108年01月01日 14時15分00秒,屏東縣枋寮鄉中興路5號前,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,120.59447,22.367465
496,108年01月01日 14時55分00秒,屏東縣枋山鄉台1線 453公里100.0公尺處北側向中外,死亡0;受傷3,自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人,120.65737800000001,22.260644
511,108年01月01日 15時15分48秒,屏東縣東港鎮長春二路60號前,死亡0;受傷1,電動自行車-慢車;自用-小客車,120.45914099999999,22.468663
552,108年01月01日 16時00分00秒,屏東縣恆春鎮砂島路段,死亡0;受傷1,自用-小客車;電動自行車-慢車,120.847586,21.914144
562,108年01月01日 16時15分00秒,屏東縣長治鄉黎明路與復華街口前,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,120.576645,22.700926000000003
597,108年01月01日 17時19分00秒,屏東縣屏東市中山路口 / 屏東縣屏東市自由路口,死亡0;受傷1,自用-小客車;計程車-小客車,120.48450700000001,22.683263
603,108年01月01日 17時20分48秒,屏東縣琉球鄉上福村復興路32-1號附近,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人;乘客-人,120.37403799999998,22.349553
604,108年01月01日 17時23分00秒,屏東縣枋寮鄉台一線與沿山路口北向(台一線與隆山路259巷口北向),死亡0;受傷1,電動自行車-慢車;自用-小客車;自用-小客車,120.60531599999999,22.370480999999998
613,108年01月01日 17時30分00秒,屏東縣萬丹鄉磚寮村大昌路與萬年溪旁產業道路,死亡0;受傷2,普通重型-機車;普通重型-機車,120.458147,22.630022
635,108年01月01日 17時58分00秒,屏東縣枋寮鄉中山路鐵軌旁南向,死亡0;受傷2,普通重型-機車;普通重型-機車,120.592836,22.371604
674,108年01月01日 18時30分00秒,屏東縣潮州鎮延平路與仁德街口,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,120.540225,22.557641
691,108年01月01日 18時50分00秒,屏東縣麟洛鄉裕振路口79號前0.0公尺,死亡0;受傷1,普通重型-機車,120.52581799999999,22.6387
707,108年01月01日 19時10分00秒,屏東縣屏東市公園路西側 / 屏東縣屏東市民權路,死亡0;受傷1,普通重型-機車;自用-小客車;自用-小客車,120.49240900000001,22.673779999999997
748,108年01月01日 20時03分00秒,屏東縣枋山鄉台一線444.5公里,死亡0;受傷1,自用-小客車;自用-小客車,120.652942,22.260935
758,108年01月01日 20時20分00秒,屏東縣東港鎮光復路3段口 / 屏東縣東港鎮東隆街口,死亡0;受傷1,腳踏自行車-慢車;自用-小客車,120.44876000000001,22.464548999999998
806,108年01月01日 21時55分00秒,屏東縣枋寮鄉建興路與台一線,死亡0;受傷1,腳踏自行車-慢車;自用-小客車,120.59416200000001,22.386875
825,108年01月01日 22時25分00秒,屏東縣新園鄉鹽洲路466號,死亡0;受傷1,腳踏自行車-慢車;自用-小貨車(含客、貨兩用),120.441771,22.486448
833,108年01月01日 22時35分00秒,屏東縣屏東市民生路口 / 屏東縣屏東市瑞民路口,死亡0;受傷2,普通重型-機車;普通重型-機車;普通重型-機車,120.50623799999998,22.66279
861,108年01月02日 00時10分25秒,屏東縣屏東市民生路口 / 屏東縣屏東市工業路口,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.500316,22.666076
879,108年01月02日 03時51分00秒,屏東縣屏東市公園西路西側 / 屏東縣屏東市王厝巷口路北側,死亡0;受傷1,普通重型-機車;自用-小客車;乘客-人,120.481975,22.675469
882,108年01月02日 05時00分02秒,屏東縣崁頂鄉力社國小前,死亡0;受傷1,普通重型-機車,120.50918300000001,22.538859
889,108年01月02日 05時40分00秒,屏東縣長治鄉水源路與黎明路口前,死亡0;受傷1,自用-小客車;普通重型-機車,120.576034,22.701795999999998
933,108年01月02日 07時12分30秒,屏東縣內埔鄉信東路200號前0.0公尺,死亡0;受傷1,普通重型-機車,120.55706200000002,22.632735
936,108年01月02日 07時15分00秒,屏東縣長治鄉信義路與繁華路口前,死亡0;受傷1,自用-小客車;普通重型-機車,120.59135500000001,22.691422
945,108年01月02日 07時20分00秒,屏東縣萬丹鄉上村村和平西路附近 / 屏東縣萬丹鄉上村村大圳路附近,死亡0;受傷2,普通重型-機車;腳踏自行車-慢車,120.476399,22.593244
968,108年01月02日 07時35分00秒,屏東縣屏東市北興路南側 / 屏東縣屏東市公裕街西側,死亡0;受傷1,普通重型-機車;自用-小客車;自用-小客車,120.49313300000001,22.690784
976,108年01月02日 07時40分00秒,屏東縣屏東市機場北路南側 / 屏東縣屏東市公園西路,死亡0;受傷1,普通重型-機車;普通重型-機車,120.477747,22.675252
991,108年01月02日 07時45分00秒,屏東縣萬丹鄉竹林村大學路與萬竹路口,死亡0;受傷2,普通重型-機車;普通重型-機車,120.51526499999999,22.596904000000002
1005,108年01月02日 07時50分00秒,屏東縣屏東市博愛路142之1號,死亡0;受傷2,普通重型-機車;普通輕型-機車,120.481385,22.676116
1006,108年01月02日 07時50分00秒,屏東縣屏東市忠孝路222號前0.0公尺,死亡0;受傷1,普通重型-機車,120.48896299999998,22.692673000000003
1008,108年01月02日 07時50分00秒,屏東縣屏東市凌雲路13號,死亡0;受傷1,普通重型-機車,120.456775,22.666818
1020,108年01月02日 07時55分00秒,屏東縣麟洛鄉中山路與民權路前,死亡0;受傷1,普通重型-機車;自用-小客車,120.525954,22.651467999999998
1036,108年01月02日 08時00分00秒,屏東縣萬丹鄉竹林村大學路103號前,死亡0;受傷2,普通重型-機車;普通重型-機車,120.52208300000001,22.599565
1048,108年01月02日 08時05分00秒,屏東縣屏東市民生東路附近 / 屏東縣屏東市民生東路附近,死亡0;受傷1,自用-小客車;普通重型-機車,120.5152,22.657614000000002
1054,108年01月02日 08時07分00秒,屏東縣三地門鄉沿山公路四段(口社大橋北端),死亡0;受傷1,普通重型-機車,120.644155,22.769937
1059,108年01月02日 08時12分00秒,屏東縣潮州鎮中山路口 / 屏東縣潮州鎮新生路口,死亡0;受傷1,自用-小客車;普通重型-機車,120.53848300000001,22.549039999999998
1062,108年01月02日 08時15分00秒,屏東縣鹽埔鄉新二村維新路125號,死亡0;受傷1,自用-小客車;普通重型-機車,120.556955,22.740863
