,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
1613,108年11月26日 15時15分00秒,新北市新莊區福營路359號前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車;普通重型-機車;計程車-小客車;自用-小客車,121.424255,25.027994
1615,108年11月26日 17時32分00秒,新北市中和區圓通路 / 新北市中和區板南路,死亡1;受傷1,行人-人;普通重型-機車,121.492424,24.990619
1629,108年11月30日 13時00分00秒,新北市三峽區茅埔路18之1號前0.0公尺,死亡1;受傷0,普通重型-機車,121.331411,24.922228
1632,108年12月01日 03時10分00秒,新北市金山區臺2甲線道路前0.0公尺,死亡1;受傷0,大型重型1(550C.C.以上)-機車,121.613477,25.217844
1635,108年12月01日 13時52分00秒,新北市烏來區新烏路5段56號前0.0公尺,死亡1;受傷0,普通重型-機車,121.544437,24.87525
1648,108年12月04日 09時30分00秒,新北市泰山區大科路53號前0.0公尺,死亡1;受傷0,大型重型2(250-550C.C.)-機車;營業用-大貨車,121.411824,25.060124
1688,108年12月11日 12時08分00秒,新北市新店區建國路34號前0.0公尺,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),121.540385,24.974234
1747,108年12月20日 05時45分00秒,新北市新莊區中正路 / 新北市新莊區中環路,死亡1;受傷0,自用-大貨車;腳踏自行車-慢車,121.452619,25.036297
1752,108年12月20日 22時04分00秒,新北市瑞芳區中山路東側 / 新北市瑞芳區東和路,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用),121.804548,25.106144
1756,108年12月21日 05時26分00秒,新北市新莊區重新堤外道路前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,121.466077,25.04051
1770,108年12月23日 17時32分00秒,新北市板橋區文化路2段 / 新北市板橋區文化路,死亡1;受傷1,普通重型-機車;行人-人,121.476277,25.034205
1786,108年12月26日 22時10分19秒,新北市樹林區山線 39.0公里699.0公尺,死亡1;受傷0,行人-人;火車-其他車,121.419861,24.981561
1805,108年12月30日 05時18分00秒,新北市永和區中正路 / 新北市永和區中正路,死亡1;受傷0,計程車-小客車;行人-人,121.517555,25.002025
1809,108年12月31日 03時24分00秒,新北市中和區景平路268號前0.0公尺,死亡1;受傷2,行人-人;普通重型-機車;普通重型-機車;普通重型-機車,121.514519,24.992575
