,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
4,108年01月01日 00時16分05秒,新竹縣尖石鄉縣120線 27公里200.0公尺處附近,死亡0;受傷1,普通重型-機車;行人-人,121.200598,24.703556
11,108年01月01日 00時26分00秒,新竹縣竹北市中華路南下方向(電桿編號高幹 大眉21支12之1),死亡0;受傷2,普通重型-機車;乘客-人,120.998962,24.857281
49,108年01月01日 01時14分00秒,新竹縣竹北市福興東路一段、自強五路口,死亡0;受傷1,普通重型-機車;自用-小客車,121.023077,24.818234
53,108年01月01日 01時30分00秒,新竹縣竹北市中正西路1377號,死亡0;受傷1,普通重型-機車;自用-小客車,120.96451100000002,24.842285999999998
147,108年01月01日 07時00分43秒,新竹縣湖口鄉中華路15號前,死亡0;受傷1,自用-小客車;自用-小客車,121.008241,24.870164000000003
187,108年01月01日 07時54分21秒,新竹縣新豐鄉崎頂村20鄰產業道路14號附近,死亡0;受傷1,普通重型-機車,120.99734199999999,24.8937
229,108年01月01日 08時56分00秒,新竹縣湖口鄉光華路65巷38號前0.0公尺附近,死亡0;受傷1,普通重型-機車;自用-小客車,121.011827,24.878372
266,108年01月01日 10時01分09秒,新竹縣湖口鄉安宅六街與蘭州街口,死亡0;受傷2,普通重型-機車;普通重型-機車,121.02859699999999,24.868937
341,108年01月01日 11時38分49秒,新竹縣北埔鄉中山路口 / 新竹縣北埔鄉仁愛路口,死亡0;受傷1,普通重型-機車;普通重型-機車,121.05267099999999,24.703859
372,108年01月01日 12時20分25秒,新竹縣橫山鄉力行村竹120線中山街一段愛情故事館對面,死亡0;受傷1,普通重型-機車;普通重型-機車,121.17378500000001,24.706698
413,108年01月01日 13時15分29秒,新竹縣新埔鎮義民路一段428號前,死亡0;受傷1,普通重型-機車;自用-小客車,121.063503,24.833363000000002
446,108年01月01日 13時56分00秒,新竹縣湖口鄉中山路3段口 / 新竹縣湖口鄉德和路口,死亡0;受傷1,自用-小客車;普通重型-機車,121.051774,24.915020000000002
450,108年01月01日 14時00分00秒,新竹縣關西鎮竹118線1９公里處,死亡0;受傷1,自用-小貨車(含客、貨兩用),121.17738600000001,24.791345
483,108年01月01日 14時35分05秒,新竹縣新豐鄉新興路66-1號,死亡0;受傷2,普通輕型-機車;普通重型-機車,120.992907,24.866414000000002
505,108年01月01日 15時08分24秒,新竹縣竹東鎮東寧路261號(7-11)前,死亡0;受傷1,普通重型-機車;自用-小客車,121.084985,24.741657999999997
515,108年01月01日 15時20分00秒,新竹縣竹北市嘉興路與復興五街,死亡0;受傷1,自用-小客車;普通重型-機車,121.024478,24.813696
543,108年01月01日 15時50分00秒,新竹縣橫山鄉田洋街72號前,死亡0;受傷1,自用-小客車;普通重型-機車,121.10616,24.706654
563,108年01月01日 16時15分17秒,新竹縣竹北市縣政二路與文義街口,死亡0;受傷1,普通重型-機車;自用-小客車,121.017876,24.830497
575,108年01月01日 16時39分39秒,新竹縣新埔鎮新湖路鳳山高幹115支15,死亡0;受傷1,普通重型-機車,121.024745,24.851843
642,108年01月01日 18時04分00秒,新竹縣竹北市文昌街64巷3號,死亡0;受傷1,自用-小客車;普通重型-機車,121.00137,24.83549
727,108年01月01日 19時33分02秒,新竹縣竹北市光明一路一品活蝦前,死亡0;受傷2,自用-小客車;普通重型-機車;普通重型-機車,121.01015100000001,24.831903
777,108年01月01日 20時50分51秒,新竹縣竹東鎮中興與竹中路口,死亡0;受傷1,普通重型-機車;自用-小客車,121.02761399999999,24.780272
823,108年01月01日 22時23分34秒,新竹縣北埔鄉竹37-1(戰備道路)2.5K處往南庄向,死亡0;受傷1,自用-小客車,121.046973,24.678281
894,108年01月02日 05時55分24秒,新竹縣竹北市中華路與中正東路口,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.00521699999999,24.838779000000002
914,108年01月02日 06時48分30秒,新竹縣新埔鎮文山路犁頭山段851巷口,死亡0;受傷1,普通重型-機車;普通重型-機車,121.029127,24.832992
924,108年01月02日 07時02分00秒,新竹縣湖口鄉中山路3段171號前0.0公尺西側,死亡0;受傷1,普通重型-機車;自用-小客車,121.050405,24.912027
966,108年01月02日 07時34分25秒,新竹縣竹北市三民路口 / 新竹縣竹北市竹義街口,死亡0;受傷1,自用-小客車;普通重型-機車,121.00615,24.836458
979,108年01月02日 07時40分15秒,新竹縣湖口鄉中華路126號前,死亡0;受傷1,普通重型-機車;自用-小客車,121.01081200000002,24.876672
980,108年01月02日 07時40分15秒,新竹縣湖口鄉光復南路12號前,死亡0;受傷2,普通重型-機車;普通重型-機車,121.021868,24.864373
1012,108年01月02日 07時51分37秒,新竹縣新埔鎮新湖路15K處,死亡0;受傷1,普通重型-機車;普通重型-機車,121.02613400000001,24.851293
1042,108年01月02日 08時02分00秒,新竹縣湖口鄉中山路一段與達生路口,死亡0;受傷1,自用-小客車;普通重型-機車,121.039601,24.887266
1065,108年01月02日 08時15分24秒,新竹縣竹北市中華路與興隆路口,死亡0;受傷1,普通重型-機車;普通重型-機車,120.997421,24.825448
1074,108年01月02日 08時20分28秒,新竹縣竹北市頭前溪橋北上機車道,死亡0;受傷1,普通重型-機車;普通重型-機車,120.99704299999999,24.824141
1075,108年01月02日 08時20分30秒,新竹縣竹東鎮民族路35號附近,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.05496000000001,24.769835
1078,108年01月02日 08時20分54秒,新竹縣竹北市台元街(台元園區門口),死亡0;受傷1,自用-小客車;普通重型-機車,121.012026,24.839056
1100,108年01月02日 08時32分00秒,新竹縣竹北市自強南路與復興五街口,死亡0;受傷1,普通重型-機車;自用-小客車,121.02387399999999,24.813973
1123,108年01月02日 08時42分00秒,新竹縣竹東鎮公道五路與柯子湖路口,死亡0;受傷1,自用-小客車;普通重型-機車,121.02080500000001,24.793877
1125,108年01月02日 08時48分00秒,新竹縣竹北市自強五路與成功三路口,死亡0;受傷1,自用-小客車;普通重型-機車,121.02373999999999,24.819237
1226,108年01月02日 10時06分00秒,新竹縣竹北市隘口二路27號,死亡0;受傷1,自用-小客車;普通重型-機車,121.033418,24.803168
1251,108年01月02日 10時35分00秒,新竹縣竹北市文興路二段與高鐵八路,死亡0;受傷1,自用-小客車;普通重型-機車,121.04189199999999,24.805429999999998
1286,108年01月02日 11時15分00秒,新竹縣竹北市縣政二路與光明九路路口,死亡0;受傷1,普通重型-機車;自用-小客車,121.014164,24.822876
1361,108年01月02日 12時00分29秒,新竹縣新埔鎮中正路948號前,死亡0;受傷1,普通重型-機車;大型重型2(250-550C.C.)-機車,121.06801100000001,24.827231
