,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
1233,108年09月09日 19時15分00秒,高雄市前鎮區中山四路前0.0公尺,死亡1;受傷0,普通重型-機車;計程車-小客車,120.330244,22.580247
1245,108年09月12日 23時20分00秒,高雄市楠梓區外環西路加昌170路燈號前0.0公尺前,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.300663,22.717566
1257,108年09月14日 16時05分00秒,高雄市左營區翠明路 / 高雄市左營區明潭路,死亡1;受傷0,普通重型-機車;民營客運-大客車,120.301828,22.688958
1268,108年09月15日 11時45分00秒,高雄市岡山區協和街85號前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,120.281141,22.796031
1283,108年09月18日 05時10分00秒,高雄市前金區五福三路前0.0公尺,死亡1;受傷0,計程車-小客車;行人-人,120.299545,22.622573
1284,108年09月18日 07時28分00秒,高雄市楠梓區鳳楠路 / 高雄市楠梓區興西路,死亡1;受傷0,普通重型-機車;營業用-半聯結車,120.33206,22.721246
1294,108年09月20日 23時23分00秒,高雄市左營區高鐵路前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.313553,22.691738
1307,108年09月25日 04時06分00秒,高雄市三民區中華二路 / 高雄市三民區九如二路,死亡1;受傷1,普通重型-機車;自用-小客車,120.291782,22.64202
1309,108年09月25日 07時28分00秒,高雄市楠梓區楠裕街 / 高雄市楠梓區旗楠路,死亡1;受傷0,普通重型-機車;計程車-小客車,120.330983,22.7319
1311,108年09月25日 21時10分00秒,高雄市內門區182縣道28.6K號前0.0公尺前,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,120.42,22.92336
1319,108年09月28日 23時38分00秒,高雄市岡山區新樂街118號前0.0公尺,死亡1;受傷0,自用-小客車,120.294766,22.805095
1323,108年09月29日 20時34分00秒,高雄市岡山區山隙路高分20桿號前0.0公尺,死亡1;受傷0,普通重型-機車,120.341036,22.828876
1328,108年09月30日 17時15分00秒,高雄市前鎮區新生路 / 高雄市前鎮區興仁路,死亡1;受傷1,自用-小客車;普通重型-機車,120.309505,22.584052
1330,108年10月01日 01時07分00秒,高雄市苓雅區三多二路 / 高雄市苓雅區凱旋二路,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,120.325209,22.620695
1337,108年10月01日 18時27分00秒,高雄市鳳山區過埤路保安001號前0.0公尺前,死亡1;受傷1,普通重型-機車;普通重型-機車,120.3534,22.59167
1349,108年10月03日 10時03分00秒,高雄市大寮區河堤路2段370號前0.0公尺,死亡1;受傷1,普通重型-機車;營業用-曳引車;自用-大貨車;乘客-人,120.437059,22.58524
1359,108年10月05日 02時02分00秒,高雄市楠梓區楠興東路五常165燈桿號前0.0公尺,死亡1;受傷0,普通重型-機車,120.334409,22.727957
1366,108年10月06日 09時32分00秒,高雄市梓官區信義路 / 高雄市梓官區信興一路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.30152,22.62716
1389,108年10月10日 19時16分00秒,高雄市岡山區大德三路後紅029燈桿號前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.299483,22.789222
1394,108年10月11日 14時40分00秒,高雄市前鎮區和平二路 / 高雄市前鎮區廣西路,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,120.322554,22.615347
1396,108年10月11日 17時04分00秒,高雄市旗山區旗甲路1段31號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人;普通重型-機車;自用-大貨車,120.481056,22.895112
1407,108年10月13日 20時41分00秒,高雄市美濃區龍山街91之1號前0.0公尺,死亡1;受傷0,普通重型-機車,120.551652,22.86072
1413,108年10月15日 12時41分00秒,高雄市燕巢區大埔巷 / 高雄市燕巢區大埔巷,死亡1;受傷1,普通重型-機車;普通重型-機車,120.385391,22.808215
1419,108年10月16日 09時17分00秒,高雄市小港區中安路310號前0.0公尺前,死亡1;受傷1,電動自行車-慢車;營業用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車,120.345987,22.583707
