,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
192909,108年07月29日 23時02分33秒,南投縣埔里鎮育溪路育溪幹TS90B88附近,死亡0;受傷1,普通重型-機車,120.95773799999999,23.964331
192934,108年07月30日 01時50分53秒,南投縣草屯鎮上林里太平路一段與民權西路口,死亡0;受傷1,普通重型-機車;自用-小客車;自用-小貨車(含客、貨兩用),120.68178600000002,23.962742000000002
192999,108年07月30日 07時30分00秒,南投縣埔里鎮信義路113號前0.0公尺,死亡0;受傷1,普通重型-機車,120.97603400000001,23.973217
193051,108年07月30日 07時58分57秒,南投縣南投市同源路、九街口,死亡0;受傷1,自用-小客車;普通重型-機車,120.664381,23.925658
193094,108年07月30日 08時27分00秒,南投縣水里鄉水信路1段246號前0.0公尺,死亡0;受傷1,自用-小貨車(含客、貨兩用),120.866868,23.796319
193118,108年07月30日 08時43分31秒,南投縣草屯鎮南埔里中正路266號前0.0公尺,死亡0;受傷1,營業用-小貨車(含客、貨兩用);普通重型-機車,120.721952,23.979627
193210,108年07月30日 10時03分13秒,南投縣草屯鎮中山里成功路南側 / 南投縣草屯鎮中山里碧山南路西側,死亡0;受傷1,普通重型-機車;普通重型-機車;自用-小客車,120.680319,23.978096
193213,108年07月30日 10時06分00秒,南投縣竹山鎮大智路57號,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.693661,23.758457999999997
193327,108年07月30日 12時00分35秒,南投縣竹山鎮雲林里前山路1段-竹山郵局前,死亡0;受傷1,普通重型-機車;普通重型-機車,120.682268,23.756686
193445,108年07月30日 14時30分46秒,南投縣草屯鎮新庄里博愛路1128巷前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,120.666527,23.993516
193458,108年07月30日 14時50分04秒,南投縣南投市公所街54號前,死亡0;受傷1,自用-小客車;普通重型-機車,120.683957,23.910348000000003
193467,108年07月30日 15時00分24秒,南投縣南投市彰南路1段口 / 南投縣南投市彰南路1段附近,死亡0;受傷1,腳踏自行車-慢車;自用-小客車,120.68947,23.890063
193504,108年07月30日 15時45分19秒,南投縣草屯鎮明正里中山街東側 / 南投縣草屯鎮明正里芬草路東側,死亡0;受傷1,普通輕型-機車;自用-小客車,120.68342,23.983045999999998
193517,108年07月30日 16時00分28秒,南投縣竹山鎮竹山里大禮路東側 / 南投縣竹山鎮竹山里大明路北側,死亡0;受傷1,自用-小客車;普通重型-機車,120.68101200000001,23.758884
193526,108年07月30日 16時10分00秒,南投縣竹山鎮大智路鹿山路口,死亡0;受傷1,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),120.694224,23.760915
193579,108年07月30日 17時04分00秒,南投縣南投市南崗三路246號,死亡0;受傷1,普通重型-機車;自用-小客車,120.66688799999999,23.931824
193581,108年07月30日 17時04分00秒,南投縣竹山鎮集山路三段1118號,死亡0;受傷1,自用-小貨車(含客、貨兩用);電動自行車-慢車;其他人-人,120.67987,23.754615
193600,108年07月30日 17時13分40秒,南投縣南投市彰南路三段221號,死亡0;受傷1,自用-小客車;普通重型-機車,120.673152,23.929021
193705,108年07月30日 18時31分00秒,南投縣草屯鎮山腳里富林路一段與虎山路口,死亡0;受傷1,自用-小客車;普通重型-機車,120.68716699999999,23.968737
193734,108年07月30日 19時00分00秒,南投縣南投市中興圓環內(近省府路),死亡0;受傷1,自用-小客車;普通重型-機車,120.685953,23.956669
193838,108年07月30日 22時19分12秒,南投縣埔里鎮南安路256號,死亡0;受傷1,自用-小貨車(含客、貨兩用),120.959659,23.963135
193906,108年07月31日 06時50分25秒,南投縣草屯鎮南埔里中正路286-6號前0.0公尺附近,死亡0;受傷1,自用-小客車;普通重型-機車;自用-小客車,120.72043899999998,23.979363
194016,108年07月31日 07時59分33秒,南投縣南投市中華路311號,死亡0;受傷1,自用-小客車;普通重型-機車,120.666299,23.934585000000002
194022,108年07月31日 08時00分23秒,南投縣草屯鎮敦和里碧山路東側 / 南投縣草屯鎮敦和里碧山路北側,死亡0;受傷1,普通重型-機車;自用-小客車,120.672339,23.977223000000002
194052,108年07月31日 08時21分00秒,南投縣草屯鎮草溪路與草溪路747巷口,死亡0;受傷1,普通重型-機車;自用-小客車,120.678831,23.971653
194108,108年07月31日 09時00分06秒,南投縣草屯鎮敦和里仁愛街308號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車;自用-小客車,120.678145,23.985314000000002
194146,108年07月31日 09時46分00秒,南投縣鹿谷鄉中正路一段與中正一路口,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,120.758303,23.740123999999998
194165,108年07月31日 10時15分26秒,南投縣南投市彰南路三段378號,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.67277,23.932356
194181,108年07月31日 10時45分19秒,南投縣埔里鎮北澤街附近 / 南投縣埔里鎮力行路附近,死亡0;受傷1,普通重型-機車;自用-小客車,120.9712,23.965765
194239,108年07月31日 11時40分00秒,南投縣竹山鎮鯉南路149縣道12.2公里處,死亡0;受傷1,營業用-曳引車,120.662051,23.657507
194243,108年07月31日 11時41分00秒,南投縣草屯鎮炎峰里中正路口 / 南投縣草屯鎮炎峰里虎山路口,死亡0;受傷1,普通重型-機車;普通重型-機車,120.68586699999999,23.978958
194258,108年07月31日 11時55分51秒,南投縣南投市內興里中興路229-39號前0.0公尺附近,死亡0;受傷1,腳踏自行車-慢車,120.692231,23.927338
194279,108年07月31日 12時15分00秒,南投縣仁愛鄉南豐村楓林路24號附近,死亡0;受傷1,自用-小貨車(含客、貨兩用),121.076901,23.997163
194284,108年07月31日 12時18分00秒,南投縣竹山鎮鹿山一支8桿前,死亡0;受傷1,自用-小客車,120.70619599999999,23.76173
194293,108年07月31日 12時25分00秒,南投縣埔里鎮觀音路1號,死亡0;受傷1,普通重型-機車;自用-小客車,120.921259,23.987274
194297,108年07月31日 12時29分11秒,南投縣竹山鎮社寮里集山路1段1756號前0.0公尺南側,死亡0;受傷1,普通重型-機車;自用-小客車,120.722597,23.81389
194318,108年07月31日 13時00分00秒,南投縣水里鄉縣131道26.3公里處,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.86723500000001,23.85689
194324,108年07月31日 13時04分00秒,南投縣埔里鎮虎山路22號前0.0公尺口,死亡0;受傷1,普通重型-機車;自用-小客車,120.978356,23.974866
194373,108年07月31日 13時58分53秒,南投縣南投市中興路口 / 南投縣南投市南崗一路口,死亡0;受傷1,普通重型-機車;自用-小客車,120.68524599999999,23.89968
194522,108年07月31日 16時50分16秒,南投縣埔里鎮南安路256號,死亡0;受傷1,電動自行車-慢車;自用-小客車,120.959659,23.963135
194548,108年07月31日 17時10分00秒,南投縣埔里鎮忠孝路211號,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.972598,23.964419
