縣市,鄉_鎮_市_區,街_路段,火災案件編號,報案時間,到達時間,起火原因,死亡人數,受傷人數
臺中市,大肚區,國3往南,E17C11O1,106-03-11 14:10,106-03-11 14:15,其他-因燃燒雜草、垃圾,0,0
彰化縣,花壇鄉,,M17C11O1,106-03-11 14:38,106-03-11 14:55,其他-因燃燒雜草、垃圾,0,0
臺中市,沙鹿區,清泉往都會公園方向,E17C11O2,106-03-11 14:51,106-03-11 14:56,其他-燃燒雜草,0,0
彰化縣,福興鄉,,M17C11P1,106-03-11 15:03,106-03-11 15:09,其他-因燃燒雜草、垃圾,0,0
臺中市,沙鹿區,自強路,E17C11P1,106-03-11 15:21,106-03-11 15:26,其他-因燃燒雜草、垃圾,0,0
高雄市,左營區,菜公一路,B17C11Q1,106-03-11 16:08,106-03-11 16:16,爐火烹調-油鍋起火,0,0
彰化縣,福興鄉,,M17C11Q1,106-03-11 16:16,106-03-11 16:33,其他-因燃燒雜草、垃圾,0,0
苗栗縣,卓蘭鎮,,K17C11Q1,106-03-11 16:24,106-03-11 16:28,其他-因燃燒雜草、垃圾,0,0
臺中市,東區,十甲路,E17C11Q1,106-03-11 16:26,106-03-11 16:28,爐火烹調-乾燒,0,0
高雄市,三民區,長明街,B17C11Q2,106-03-11 16:35,106-03-11 16:43,遺留火種-不詳,0,0
南投縣,信義鄉,玉山,N17C11Q1,106-03-11 16:38,106-03-11 16:49,菸蒂,0,0
臺中市,北屯區,太順路,E17C11R1,106-03-11 17:20,106-03-11 17:23,其他-燒廢棄物,0,0
高雄市,路竹區,大智路,B17C11R1,106-03-11 17:21,106-03-11 17:31,其他-因燃燒雜草、垃圾,0,0
彰化縣,福興鄉,,M17C11R1,106-03-11 17:58,106-03-11 18:13,其他-因燃燒雜草、垃圾,0,0
嘉義縣,六腳鄉,166線16公里處,P17C11S1,106-03-11 18:23,,其他,0,0
臺中市,清水區,民治東路,E17C11S1,106-03-11 18:26,106-03-11 18:31,其他-因燃燒雜草、垃圾,0,0
雲林縣,水林鄉,宏門路,O17C11S1,106-03-11 18:34,106-03-11 18:46,其他-因燃燒雜草、垃圾,0,0
臺南市,東區,生產路,G17C11S1,106-03-11 18:38,106-03-11 19:52,遺留火種-不詳,0,0
彰化縣,埔鹽鄉,番金路,M17C11U1,106-03-11 20:28,106-03-11 20:41,遺留火種-其他-微火(餘燼),0,0
苗栗縣,造橋鄉,,K17C11U1 ,106-03-11 20:31,106-03-11 20:42,其他-燃燒廢木材,0,0
高雄市,大寮區,義和路,B17C11U1,106-03-11 20:40,106-03-11 20:50,其他-因燃燒雜草、垃圾,0,0
臺中市,清水區,民族路二段,E17C11V1,106-03-11 21:33,106-03-11 21:37,其他-因燃燒雜草、垃圾,0,0
桃園市,中壢區,莊敬路,I17C11V5,106-03-11 21:50,106-03-11 22:02,其他-車輛電氣因素-電氣系統-起動系統,0,0
新北市,五股區,蓬萊路,H17C11W1,106-03-11 22:13,106-03-11 22:19,其他,0,0
臺北市,中正區,博愛路,A17C11W1,106-03-11 22:55,106-03-11 23:00,爐火烹調,0,0
臺北市,萬華區,艋舺大道,A17C12B1,106-03-12 01:21,106-03-12 01:24,電氣因素(不含車輛)-短路,0,0
高雄市,林園區,溪州一路,B17C12B1,106-03-12 01:55,106-03-12 02:05,菸蒂,0,0
臺中市,清水區,中社路,E17C12F1,106-03-12 05:29,106-03-12 05:35,其他-因燃燒雜草、垃圾,0,0
臺中市,清水區,中社路,E17C12F2,106-03-12 05:55,106-03-12 06:00,其他-因燃燒雜草、垃圾,0,0
臺中市,外埔區,五穀路,E17C12G1,106-03-12 06:55,106-03-12 07:47,其他-因燃燒雜草、垃圾,0,0
高雄市,湖內區,信義路,B17C12H1,106-03-12 07:21,106-03-12 07:32,其他-因燃燒雜草、垃圾,0,0
彰化縣,和美鎮,中山,M17C12I3,106-03-12 08:39,106-03-12 08:48,爐火烹調-乾燒,0,0
嘉義縣,東石鄉,嘉義縣東石鄉台61線往寮段,P17C12I1,106-03-12 08:50,,其他-雜草,0,0
雲林縣,虎尾鎮,建成路,O17C12J1,106-03-12 09:00,106-03-12 09:10,菸蒂,0,0
臺南市,關廟區,國道3號365北上巔坡處,G17C12J1,106-03-12 09:04,106-03-12 09:19,遺留火種-不詳,0,0
臺中市,清水區,鰲海路,E17C12J1,106-03-12 09:07,106-03-12 09:12,其他-因燃燒雜草、垃圾,0,0
高雄市,仁武區,橫山二巷12號,B17C12J2,106-03-12 09:13,106-03-12 09:25,其他-因燃燒雜草、垃圾,0,0
臺中市,北屯區,后庄三街,E17C12J2,106-03-12 09:15,106-03-12 09:22,瓦斯漏氣或爆炸-其他-換裝瓦斯快速爐不慎，造成瓦斯外洩,0,0
高雄市,鳳山區,武營路,B17C12J4,106-03-12 09:19,106-03-12 09:24,電氣因素(不含車輛)-短路,0,0
高雄市,大社區,,B17C12J1,106-03-12 09:25,,其他-因燃燒雜草、垃圾,0,0
嘉義縣,朴子市,配天宮廣場,P17C12J1,106-03-12 09:33,106-03-12 09:37,其他-點火噴槍嘴高溫,0,0
高雄市,路竹區,民族路,B17C12J3,106-03-12 09:37,106-03-12 09:47,遺留火種-不詳,0,0
臺中市,神岡區,神清路,E17C12J3,106-03-12 09:45,106-03-12 09:59,敬神、祭祖,0,0
臺中市,大雅區,先施花園公墓,E17C12J4,106-03-12 09:52,106-03-12 10:10,敬神、祭祖,0,0
臺南市,仁德區,中山高速公路北上出口附近,G17C12K1,106-03-12 10:12,106-03-12 10:15,遺留火種-不詳,0,0
高雄市,梓官區,梓和公園旁,B17C12K1,106-03-12 10:23,106-03-12 10:35,其他-因燃燒雜草、垃圾,0,0
澎湖縣,西嶼鄉,二崁村,W17C12K1,106-03-12 10:24,106-03-12 10:31,其他-因燃燒雜草、垃圾,0,0
臺中市,神岡區,豐洲路,E17C12K1,106-03-12 10:30,106-03-12 10:43,敬神、祭祖,0,0
嘉義縣,水上鄉,慈雲寶塔旁公墓,P17C12K3,106-03-12 10:34,,敬神、祭祖,0,0
彰化縣,花壇鄉,,M17C12K1,106-03-12 10:37,106-03-12 10:47,其他-因燃燒雜草、垃圾,0,0
雲林縣,口湖鄉,鎮安路,O17C12K1,106-03-12 10:38,106-03-12 10:42,其他-因燃燒雜草、垃圾,0,0
臺中市,太平區,新仁路一段,E17C12K3,106-03-12 10:41,106-03-12 10:50,敬神、祭祖,0,0
新北市,汐止區,明峰街,H17C12K2,106-03-12 10:42,106-03-12 10:49,其他,0,0
臺中市,大甲區,中山路,E17C12K4,106-03-12 10:42,106-03-12 10:53,掃墓,0,0
臺中市,后里區,圳寮路,E17C12K5,106-03-12 10:44,106-03-12 10:58,掃墓,0,0
臺中市,太平區,東方街,E17C12K7,106-03-12 10:54,106-03-12 11:04,敬神、祭祖,0,0
臺南市,東山區,北馬公墓,G17C12K2,106-03-12 10:54,106-03-12 11:04,遺留火種-不詳,0,0
新北市,板橋區,國泰街,H17C12K1,106-03-12 10:55,106-03-12 10:59,爐火烹調-油鍋起火,0,0
高雄市,梓官區,梓和公園旁,B17C12L1,106-03-12 11:18,,其他-因燃燒雜草、垃圾,0,0
臺中市,南區,第七公墓,E17C12L1,106-03-12 11:21,106-03-12 11:45,敬神、祭祖,0,0
嘉義縣,太保市,麻太路7-11前,P17C12L2,106-03-12 11:22,,敬神、祭祖,0,0
彰化縣,花壇鄉,明德街,M17C12L1,106-03-12 11:26,106-03-12 11:34,其他-因燃燒雜草、垃圾,0,0
臺中市,大雅區,昌平路三段,E17C12L2,106-03-12 11:35,106-03-12 11:44,敬神、祭祖,0,0
臺南市,中西區,開山路,G17C12L1,106-03-12 11:44,106-03-12 11:48,敬神、祭祖,0,0
臺中市,西屯區,西屯路,E17C12L3,106-03-12 11:48,106-03-12 11:55,敬神、祭祖,0,0
臺南市,楠西區,墓地,G17C12L2,106-03-12 11:53,106-03-12 12:06,敬神、祭祖,0,0
彰化縣,彰化市,,M17C12L2,106-03-12 11:54,106-03-12 12:09,其他-因燃燒雜草、垃圾,0,0
臺南市,南區,富貴南山紀念中心附近,G17C12L3,106-03-12 11:57,106-03-12 12:06,遺留火種-不詳,0,0
南投縣,魚池鄉,第九公墓,N17C12M1,106-03-12 12:04,106-03-12 12:15,敬神、祭祖,0,0
雲林縣,莿桐鄉,12號觀測站,O17C12M1,106-03-12 12:20,106-03-12 12:37,其他-因燃燒雜草、垃圾,0,0
彰化縣,大城鄉,,M17C12M1,106-03-12 12:28,106-03-12 12:38,其他-因燃燒雜草、垃圾,0,0
屏東縣,恆春鎮,西門路,S17C12M1,106-03-12 12:31,106-03-12 12:41,機械設備-保養不當,0,0
臺南市,七股區,頂潭13號後方,G17C12M1,106-03-12 12:35,106-03-12 12:51,遺留火種-不詳,0,0
臺南市,六甲區,烏山頭赤山龍湖巖附近,G17C12M2,106-03-12 12:43,106-03-12 12:49,遺留火種-不詳,0,0
臺中市,霧峰區,萊園路,E17C12M1,106-03-12 12:44,106-03-12 12:56,敬神、祭祖,0,0
嘉義縣,東石鄉,嘉義縣東石鄉圍潭村嘉7線上,P17C12M2,106-03-12 12:44,,其他-燒雜草,0,0
臺中市,清水區,中航路三段,E17C12M2,106-03-12 12:48,106-03-12 12:48,其他-因燃燒雜草、垃圾,0,0
新竹縣,竹北市,莊敬南路,J17C12M1,106-03-12 12:51,106-03-12 12:56,爐火烹調-其他-煮食不慎,0,0
雲林縣,臺西鄉,158甲線,O17C12N1,106-03-12 13:00,106-03-12 13:12,遺留火種-其他-微火(餘燼),0,0
嘉義縣,東石鄉,掌潭公墓附近,P17C12N3,106-03-12 13:01,,敬神、祭祖,0,0
嘉義縣,布袋鎮,過溝往布袋方向,P17C12N1,106-03-12 13:02,,遺留火種-蚊香,0,0
臺中市,清水區,第九公墓,E17C12N1,106-03-12 13:22,106-03-12 13:27,其他-因燃燒雜草、垃圾,0,0
高雄市,林園區,林內路,B17C12N2,106-03-12 13:22,106-03-12 13:30,其他-因燃燒雜草、垃圾,0,0
高雄市,內門區,大崎頭,B17C12N1,106-03-12 13:26,106-03-12 13:31,其他-因燃燒雜草、垃圾,0,0
臺南市,佳里區,附近,G17C12N1,106-03-12 13:28,106-03-12 13:39,遺留火種-不詳,0,0
雲林縣,北港鎮,游泳池旁堤防,O17C12N2,106-03-12 13:36,106-03-12 14:00,其他-因燃燒雜草、垃圾,0,0
高雄市,三民區,建工路906號,B17C12N3,106-03-12 13:49,106-03-12 13:59,機械設備-機械故障,0,0
嘉義縣,大林鎮,慈濟陸橋旁,P17C12N2,106-03-12 13:49,,遺留火種-其他,0,0
桃園市,八德區,霄裡路,I17C12N3,106-03-12 13:50,106-03-12 13:58,爐火烹調-其他,0,0
臺南市,鹽水區,忠孝路和月津路的交叉路口附近,G17C12N2,106-03-12 13:50,106-03-12 14:04,遺留火種-不詳,0,0
雲林縣,斗六市,後庄里,O17C12N3,106-03-12 13:55,106-03-12 14:05,敬神、祭祖,0,0
臺中市,北屯區,北坑巷,E17C12N2,106-03-12 13:56,106-03-12 14:04,敬神、祭祖,0,0
雲林縣,臺西鄉,清潔隊旁橋下,O17C12N4,106-03-12 13:56,106-03-12 14:07,遺留火種-其他-微火(餘燼),0,0
彰化縣,員林市,,M17C12N1,106-03-12 13:57,106-03-12 14:15,其他-因燃燒雜草、垃圾,0,0
臺中市,清水區,高美路,E17C12O1,106-03-12 14:14,106-03-12 14:19,其他-因燃燒雜草、垃圾,0,0
高雄市,大寮區,大寮路,B17C12O1,106-03-12 14:18,106-03-12 14:28,其他-因燃燒雜草、垃圾,0,0
嘉義縣,中埔鄉,台三線往綠盈農場路口,P17C12O1,106-03-12 14:24,106-03-12 14:27,天然災害-雷擊,0,0
臺北市,信義區,吳興街,A17C12O1,106-03-12 14:34,106-03-12 14:38,爐火烹調,0,0
新北市,林口區,寶島厝坑,H17C12O1,106-03-12 14:56,106-03-12 00:00,其他,0,0
嘉義縣,布袋鎮,埔仔厝,P17C12P1,106-03-12 15:03,,遺留火種-蚊香,0,0
臺南市,永康區,禹帝宮後方,G17C12P1,106-03-12 15:06,106-03-12 15:14,遺留火種-不詳,0,0
高雄市,美濃區,美濃段,B17C12P1,106-03-12 15:15,106-03-12 15:20,其他-因燃燒雜草、垃圾,0,0
臺中市,烏日區,太明路,E17C12P1,106-03-12 15:26,106-03-12 15:33,敬神、祭祖,0,0
雲林縣,北港鎮,樹腳里過溝,O17C12P1,106-03-12 15:36,106-03-12 15:47,菸蒂,0,0
新北市,板橋區,大觀路2段,H17C12P1,106-03-12 15:38,106-03-12 15:44,遺留火種-其他-菸蒂,0,0
桃園市,桃園區,成功路一段,I17C12P5,106-03-12 15:43,106-03-12 15:50,電氣因素(不含車輛)-其他,0,0
雲林縣,崙背鄉,枋南村,O17C12P2,106-03-12 15:50,106-03-12 16:02,其他-因燃燒雜草、垃圾,0,0
臺南市,七股區,竹橋國小旁城隍廟前,G17C12Q1,106-03-12 16:06,106-03-12 16:22,遺留火種-不詳,0,0
臺中市,豐原區,中正公園小路往公老坪方向,E17C12Q1,106-03-12 16:10,106-03-12 16:22,其他-燃燒雜草,0,0
高雄市,鳳山區,文龍東路和鳳仁路110巷交叉口,B17C12Q1,106-03-12 16:31,106-03-12 16:40,其他-因燃燒雜草、垃圾,0,0
新北市,板橋區,南雅南路2段,H17C12Q1,106-03-12 16:45,106-03-12 16:55,燃放爆竹,0,0
臺中市,西區,昇平街,E17C12Q2,106-03-12 16:45,106-03-12 16:50,電氣因素(不含車輛)-短路,0,0
彰化縣,福興鄉,,M17C12Q1,106-03-12 16:45,106-03-12 16:57,其他-因燃燒雜草、垃圾,0,0
臺南市,後壁區,附近,G17C12Q2,106-03-12 16:56,106-03-12 17:04,遺留火種-不詳,0,0
苗栗縣,苗栗市,新庄街,K17C12R1,106-03-12 17:00,106-03-12 17:05,其他-車輛機械因素-其他-冷卻散熱系統,0,0
臺南市,玉井區,,G17C12R1,106-03-12 17:04,106-03-12 17:23,遺留火種-不詳,0,0
臺南市,仁德區,太子路,G17C12R2,106-03-12 17:08,106-03-12 17:17,遺留火種-不詳,0,0
臺中市,太平區,正光街,E17C12R1,106-03-12 17:19,106-03-12 17:28,其他-燒雜草,0,0
彰化縣,秀水鄉,秀中街,M17C12R1,106-03-12 17:28,106-03-12 17:33,其他-車輛機械因素-煞車之摩擦,0,0
嘉義縣,大埔鄉,台三線347公里,P17C12R1,106-03-12 17:57,,天然災害-其他,0,0
臺南市,南區,公英一街,G17C12S1,106-03-12 18:20,106-03-12 18:28,因燃燒雜草、垃圾,0,0
高雄市,鳥松區,松埔路37巷62號,B17C12S1,106-03-12 18:58,106-03-12 19:07,敬神、祭祖,0,0
彰化縣,福興鄉,,M17C12T1,106-03-12 19:19,106-03-12 19:30,其他-因燃燒雜草、垃圾,0,0
臺中市,龍井區,中央南路,E17C12T1,106-03-12 19:23,106-03-12 19:28,其他-因燃燒雜草、垃圾,0,0
臺中市,北區,一中街,E17C12T2,106-03-12 19:30,106-03-12 19:36,爐火烹調-乾燒,0,0
臺北市,大安區,浦城街,A17C12T1,106-03-12 19:35,106-03-12 19:39,機械設備-不詳,0,0
高雄市,苓雅區,武廟路133號,B17C12U1,106-03-12 20:25,106-03-12 20:32,電氣因素(不含車輛)-接觸不良,0,0
新北市,泰山區,南林路,H17C12U1,106-03-12 20:28,106-03-12 20:46,電氣因素(不含車輛)-短路,0,0
高雄市,左營區,翠峰路62號14樓,B17C12U2,106-03-12 20:50,106-03-12 20:56,爐火烹調-乾燒,0,0
臺中市,東區,旱溪西路一段,E17C12V1,106-03-12 21:08,106-03-12 21:15,其他-油管漏油遇高溫引擎引燃,0,0
高雄市,前鎮區,一心一路17號,B17C12V1,106-03-12 21:22,106-03-12 21:28,電氣因素(不含車輛)-過熱,0,0
新北市,板橋區,光武街,H17C12V1,106-03-12 21:42,106-03-12 21:48,電氣因素(不含車輛)-短路,0,0
臺南市,七股區,國姓橋附近[台南市安南區與七股區交界],G17C12V1,106-03-12 21:44,106-03-12 22:04,遺留火種-不詳,0,0
桃園市,桃園區,政康一街,I17C12W3,106-03-12 22:03,106-03-12 22:08,其他-車輛電氣因素-其他,0,0
新竹縣,新豐鄉,,J17C12W1,106-03-12 22:46,106-03-12 22:58,電氣因素(不含車輛)-積污導電(電痕),0,0
桃園市,楊梅區,楊湖路四段,I17C12W1,106-03-12 22:47,106-03-12 23:01,其他-因燃燒雜草、垃圾,0,0
桃園市,大溪區,員林路一段,I17C12X1,106-03-12 23:29,106-03-12 23:36,爐火烹調-油鍋起火,0,0
花蓮縣,吉安鄉,海岸路,U17C12X1,106-03-12 23:51,106-03-12 23:35,電氣因素(不含車輛)-其他-故障,0,0
臺南市,永康區,富強路二段,G17C13B1,106-03-13 01:42,106-03-13 01:52,遺留火種-不詳,0,0
新北市,中和區,中正路,H17C13C1,106-03-13 02:05,106-03-13 02:11,電氣因素(不含車輛)-短路,0,0
臺南市,七股區,國姓橋附近,G17C13D1,106-03-13 03:41,106-03-13 03:54,遺留火種-不詳,0,0
桃園市,桃園區,富國路,I17C13E1,106-03-13 04:40,106-03-13 04:49,遺留火種-不詳,0,0
高雄市,小港區,鳳華路7-11前變電箱,B17C13E1,106-03-13 04:53,106-03-13 04:58,菸蒂,0,0
高雄市,大寮區,溪寮國小燒竹林,B17C13G1,106-03-13 06:07,106-03-13 06:17,菸蒂,0,0
高雄市,梓官區,同安路,B17C13I1,106-03-13 08:15,106-03-13 08:31,其他-因燃燒雜草、垃圾,0,0
彰化縣,田尾鄉,光復路二段,M17C13I1,106-03-13 08:39,106-03-13 08:48,爐火烹調-油鍋起火,0,0
苗栗縣,頭屋鄉,尖豐路,K17C13J1,106-03-13 09:06,106-03-13 09:09,電氣因素(不含車輛)-短路,0,0
新北市,泰山區,國道一號南下34.3K匝道國道高速公路局旁,H17C13J1,106-03-13 09:47,106-03-13 09:52,其他,0,0
高雄市,內門區,苦苓埔,B17C13J1,106-03-13 09:58,106-03-13 10:03,其他-因燃燒雜草、垃圾,0,0
高雄市,大寮區,新三街,B17C13K1,106-03-13 10:04,106-03-13 10:14,其他-因燃燒雜草、垃圾,0,0
嘉義縣,梅山鄉,舊梅山國中公墓,P17C13K1,106-03-13 10:19,,敬神、祭祖,0,0
高雄市,楠梓區,德賢路,B17C13K3,106-03-13 10:35,106-03-13 10:41,爐火烹調-乾燒,0,0
高雄市,岡山區,興北巷興隆路口,B17C13K2,106-03-13 10:35,,遺留火種,0,0
嘉義縣,竹崎鄉,汪厝公墓,P17C13K2,106-03-13 10:46,,敬神、祭祖,0,0
高雄市,楠梓區,高楠公路,B17C13K4,106-03-13 10:57,106-03-13 11:04,爐火烹調-乾燒,0,0
嘉義縣,朴子市,新庄公墓,P17C13L1,106-03-13 11:10,,其他,0,0
南投縣,名間鄉,,N17C13L1,106-03-13 11:13,106-03-13 11:17,爐火烹調-油鍋起火,0,0
臺中市,清水區,鰲峰山公園停車場旁,E17C13L1,106-03-13 11:15,106-03-13 11:20,其他-因燃燒雜草、垃圾,0,0
臺東縣,臺東市,史博館側門附近墓地,V17C13L1,106-03-13 11:16,106-03-13 11:26,敬神、祭祖,0,0
臺中市,沙鹿區,西屯路,E17C13L2,106-03-13 11:17,106-03-13 11:23,其他-因燃燒雜草、垃圾,0,0
臺南市,玉井區,公墓,G17C13L1,106-03-13 11:43,106-03-13 11:59,掃墓,0,0
臺南市,六甲區,和平街,G17C13L2,106-03-13 11:45,106-03-13 11:51,遺留火種-不詳,0,0
彰化縣,田中鎮,山腳路4段,M17C13L1,106-03-13 11:48,106-03-13 12:01,掃墓,0,0
臺中市,龍井區,大順街,E17C13N1,106-03-13 13:00,106-03-13 13:05,電氣因素(不含車輛)-短路,0,0
南投縣,南投市,南陽路與民族路交叉路口,N17C13N1,106-03-13 13:18,106-03-13 13:21,交通事故-互撞,0,0
新北市,板橋區,長安街,H17C13N1,106-03-13 13:22,106-03-13 13:27,爐火烹調-油鍋起火,0,0
桃園市,中壢區,民族路六段,I17C13N2,106-03-13 13:26,106-03-13 13:39,電氣因素(不含車輛)-過熱,0,0
雲林縣,褒忠鄉,158甲線,O17C13N1,106-03-13 13:34,106-03-13 13:59,遺留火種-其他-微火(餘燼),0,0
臺南市,關廟區,南雄南路,G17C13N1,106-03-13 13:42,106-03-13 13:51,敬神、祭祖,0,0
南投縣,水里鄉,堤防,N17C13N2,106-03-13 13:59,106-03-13 14:10,其他-因燃燒雜草、垃圾,0,0
雲林縣,口湖鄉,崇文路,O17C13O1,106-03-13 14:03,106-03-13 14:08,遺留火種-其他-微火(餘燼),0,0
彰化縣,社頭鄉,,M17C13O1,106-03-13 14:04,106-03-13 14:13,其他-因燃燒雜草、垃圾,0,0
新北市,五股區,孝義路,H17C13O1,106-03-13 14:06,106-03-13 14:11,其他,0,0
高雄市,,八德南路,B17C13O2,106-03-13 14:11,106-03-13 14:18,其他-因燃燒雜草、垃圾,0,0
臺中市,大雅區,第一公墓,E17C13O1,106-03-13 14:14,106-03-13 14:23,敬神、祭祖,0,0
新北市,新莊區,中信街,H17C13O2,106-03-13 14:23,106-03-13 14:28,爐火烹調-油鍋起火,0,0
臺南市,永康區,中正二街,G17C13O1,106-03-13 14:24,106-03-13 14:29,遺留火種-不詳,0,0
高雄市,那瑪夏區,拉比尼亞露營區入口處,B17C13O1,106-03-13 14:28,106-03-13 15:03,其他-因燃燒雜草、垃圾,0,0
屏東縣,長治鄉,建興路,S17C13O1,106-03-13 14:31,106-03-13 14:31,菸蒂,0,0
嘉義縣,水上鄉,28號前公墓,P17C13O1,106-03-13 14:41,,敬神、祭祖,0,0
澎湖縣,馬公市,興仁里,W17C13O1,106-03-13 14:46,106-03-13 15:00,其他-因燃燒雜草、垃圾,0,0
臺中市,北區,進化北路,E17C13O2,106-03-13 14:48,106-03-13 14:55,爐火烹調-乾燒,0,0
桃園市,新屋區,石牌里,I17C13O1,106-03-13 14:49,106-03-13 14:58,電氣因素(不含車輛)-短路,0,0
臺中市,沙鹿區,臺灣大道六段,E17C13O3,106-03-13 14:55,106-03-13 15:00,其他-因燃燒雜草、垃圾,0,0
彰化縣,鹿港鎮,濱海路,M17C13O2,106-03-13 14:57,106-03-13 15:08,其他-因燃燒雜草、垃圾,0,0
臺南市,左鎮區,睦光公墓,G17C13P1,106-03-13 15:04,106-03-13 15:22,遺留火種-不詳,0,0
彰化縣,社頭鄉,,M17C13P1,106-03-13 15:06,106-03-13 15:16,其他-因燃燒雜草、垃圾,0,0
嘉義縣,六腳鄉,崩山國小旁,P17C13P1,106-03-13 15:17,,其他,0,0
臺南市,左鎮區,保安路一段,G17C13P2,106-03-13 15:25,106-03-13 15:35,遺留火種-不詳,0,0
臺中市,大雅區,中科橋,E17C13P2,106-03-13 15:46,106-03-13 15:58,其他-燃燒雜草,0,0
臺南市,新化區,知母義垃圾場旁,G17C13P3,106-03-13 15:46,106-03-13 16:00,遺留火種-不詳,0,0
臺中市,新社區,中興街,E17C13P1,106-03-13 15:52,106-03-13 16:24,其他-燃燒雜草,0,0
彰化縣,社頭鄉,山腳路二段,M17C13P2,106-03-13 15:56,106-03-13 16:24,其他-因燃燒雜草、垃圾,0,0
臺中市,沙鹿區,中航路二段,E17C13Q1,106-03-13 16:09,106-03-13 16:15,其他-因燃燒雜草、垃圾,0,0
臺中市,南區,高工路,E17C13Q2,106-03-13 16:13,106-03-13 16:14,爐火烹調-乾燒,0,0
彰化縣,鹿港鎮,,M17C13Q2,106-03-13 16:21,106-03-13 16:35,其他-因燃燒雜草、垃圾,0,0
高雄市,前鎮區,育德路,B17C13Q1,106-03-13 16:25,106-03-13 15:31,爐火烹調-乾燒,0,0
臺中市,清水區,三順路,E17C13Q3,106-03-13 16:41,106-03-13 16:46,其他-因燃燒雜草、垃圾,0,0
雲林縣,西螺鎮,中山高南下,O17C13Q1,106-03-13 16:43,106-03-13 17:07,遺留火種-其他-微火(餘燼),0,0
彰化縣,溪州鄉,,M17C13Q1,106-03-13 16:45,106-03-13 16:53,其他-因燃燒雜草、垃圾,0,0
花蓮縣,花蓮市,中山路一段,U17C13Q1,106-03-13 16:47,106-03-13 16:50,遺留火種-蚊香,0,0
臺中市,龍井區,臺灣大道五段,E17C13Q4,106-03-13 16:50,106-03-13 16:55,遺留火種-其他-打火機,0,0
嘉義縣,水上鄉,82線中和交流道附近,P17C13Q3,106-03-13 16:59,,遺留火種-其他,0,0
臺南市,歸仁區,中正南路一段,G17C13R1,106-03-13 17:12,106-03-13 17:20,遺留火種-不詳,0,0
雲林縣,斗六市,龍潭南路,O17C13R1,106-03-13 17:12,106-03-13 17:20,遺留火種-其他-微火(餘燼),0,0
臺南市,官田區,台1轉南117往烏山頭方向,G17C13R2,106-03-13 17:29,106-03-13 17:47,遺留火種-不詳,0,0
臺東縣,卑南鄉,利吉路卑南大堤,V17C13S1,106-03-13 18:04,106-03-13 18:20,其他-因燃燒雜草、垃圾,0,0
彰化縣,秀水鄉,,M17C13S1,106-03-13 18:08,106-03-13 18:14,其他-因燃燒雜草、垃圾,0,0
南投縣,水里鄉,陳有蘭溪岸邊,N17C13S1,106-03-13 18:26,106-03-13 19:10,其他-因燃燒雜草、垃圾,0,0
臺中市,大雅區,第七公墓,E17C13S1,106-03-13 18:29,106-03-13 18:41,敬神、祭祖,0,0
彰化縣,秀水鄉,花秀路,M17C13S3,106-03-13 18:37,106-03-13 18:45,其他-因燃燒雜草、垃圾,0,0
嘉義縣,水上鄉,頂過溝往高速公路方向,P17C13S2,106-03-13 18:40,,遺留火種,0,0
新北市,永和區,保福路1段,H17C13S1,106-03-13 18:41,106-03-13 18:48,爐火烹調-油鍋起火,0,0
彰化縣,花壇鄉,花秀路,M17C13S2,106-03-13 18:41,106-03-13 18:49,其他-因燃燒雜草、垃圾,0,0
臺南市,仁德區,德糖路,G17C13T1,106-03-13 19:01,106-03-13 19:09,遺留火種-不詳,0,0
高雄市,鳳山區,國泰路與中崙一路交叉路口燒雜草,B17C13T1,106-03-13 19:04,106-03-13 19:10,其他-因燃燒雜草、垃圾,0,0
新北市,汐止區,汐萬路2段,H17C13T1,106-03-13 19:10,106-03-13 19:19,其他-燃燒廢棄物,0,0
臺北市,士林區,中山北路7段,A17C13T1,106-03-13 19:28,106-03-13 19:31,電氣因素(不含車輛)-接觸不良,0,0
高雄市,岡山區,健鷹南路,B17C13T2,106-03-13 19:44,106-03-13 19:52,其他-因燃燒雜草、垃圾,0,0
高雄市,左營區,先勝路,B17C13T3,106-03-13 19:50,106-03-13 19:56,爐火烹調-乾燒,0,0
雲林縣,四湖鄉,新庄村,O17C13T1,106-03-13 19:54,106-03-13 20:02,遺留火種-其他-微火(餘燼),0,0
臺中市,東區,精武路,E17C13U1,106-03-13 20:06,106-03-13 20:07,菸蒂,0,0
高雄市,大樹區,旗南三路,B17C13U2,106-03-13 20:10,106-03-13 20:23,其他-因燃燒雜草、垃圾,0,0
臺中市,沙鹿區,保成路,E17C13U2,106-03-13 20:18,106-03-13 20:23,其他-因燃燒雜草、垃圾,0,0
高雄市,旗山區,旗甲路二段,B17C13U1,106-03-13 20:26,106-03-13 20:31,爐火烹調-乾燒,0,0
澎湖縣,馬公市,井垵里,W17C13U1,106-03-13 20:31,106-03-13 20:39,其他-因燃燒雜草、垃圾,0,0
臺中市,西屯區,西屯路三段,E17C13V1,106-03-13 21:02,106-03-13 21:10,敬神、祭祖,0,0
新北市,樹林區,四維路,H17C13V1,106-03-13 21:27,106-03-13 21:30,爐火烹調-其他,0,0
臺中市,太平區,永豐路,E17C13V2,106-03-13 21:38,106-03-13 21:46,其他-燃燒廢木材,0,0
臺南市,西港區,曾文溪西港大橋南側,G17C13W1,106-03-13 22:03,106-03-13 22:13,遺留火種-不詳,0,0
