縣市,鄉_鎮_市_區,街_路段,火災案件編號,報案時間,到達時間,起火原因,死亡人數,受傷人數
臺中市,烏日區,健行路,E17K05O2,106-11-05 14:55,106-11-05 15:06,其他-河堤燃燒廢棄物,0,0
雲林縣,斗六市,莊敬路,O17K05O2,106-11-05 14:56,106-11-05 15:05,其他-因燃燒雜草、垃圾,0,0
臺中市,豐原區,豐原大道七段,E17K05P1,106-11-05 15:34,106-11-05 15:41,其他-燃燒雜草,0,0
臺中市,清水區,忠孝一街,E17K05P2,106-11-05 15:37,106-11-05 15:42,其他-因燃燒雜草、垃圾,0,0
臺中市,大甲區,渭水路,E17K05P3,106-11-05 15:38,106-11-05 15:51,其他-燃燒廢棄物,0,0
雲林縣,斗六市,林頭路,O17K05P1,106-11-05 15:42,106-11-05 15:49,其他-因燃燒雜草、垃圾,0,0
雲林縣,西螺鎮,大新里,O17K05P2,106-11-05 15:46,106-11-05 15:56,遺留火種-其他-微火(餘燼),0,0
嘉義縣,大埔鄉,鳥埔,P17K05P1,106-11-05 15:49,106-11-05 16:14,電氣因素(不含車輛)-短路,0,0
臺南市,東山區,田尾,G17K05Q1,106-11-05 16:06,106-11-05 16:22,遺留火種-其他,0,0
臺中市,沙鹿區,福至路,E17K05Q2,106-11-05 16:13,106-11-05 16:18,電氣因素(不含車輛)-短路,0,0
雲林縣,四湖鄉,頂鹿場,O17K05Q1,106-11-05 16:20,106-11-05 16:40,遺留火種-其他-微火(餘燼),0,0
臺南市,西港區,25號附近,G17K05Q2,106-11-05 16:23,106-11-05 16:32,遺留火種-其他,0,0
雲林縣,北港鎮,樹腳里,O17K05Q2,106-11-05 16:29,106-11-05 16:41,遺留火種-其他-微火(餘燼),0,0
高雄市,岡山區,介壽路,B17K05Q1,106-11-05 16:38,106-11-05 16:46,其他-因燃燒雜草、垃圾,0,0
新北市,淡水區,水源街1段,H17K05Q1,106-11-05 16:39,106-11-05 16:46,爐火烹調-乾燒,0,0
彰化縣,大村鄉,中正西路,M17K05Q1,106-11-05 16:42,106-11-05 16:48,其他-因燃燒雜草、垃圾,0,0
臺東縣,臺東市,勝利街,V17K05Q1,106-11-05 16:43,106-11-05 16:47,其他-煙囪火星,0,0
高雄市,橋頭區,南溝路,B17K05Q2,106-11-05 16:53,106-11-05 16:59,爐火烹調-乾燒,0,0
臺中市,石岡區,土牛運動公園北側,E17K05Q4,106-11-05 16:56,106-11-05 17:20,其他-燃燒廢棄物,0,0
高雄市,鳳山區,旁空地燒垃圾,B17K05R1,106-11-05 17:08,106-11-05 17:13,電氣因素(不含車輛)-其他-鋰電池過充,0,0
彰化縣,員林市,山腳路六段,M17K05R1,106-11-05 17:08,"106-11-05
17:18",電氣因素(不含車輛)-短路,0,0
雲林縣,口湖鄉,後厝村,O17K05R1,106-11-05 17:13,106-11-05 17:28,遺留火種-其他-微火(餘燼),0,0
臺南市,安南區,城西街二段,G17K05R1,106-11-05 17:15,106-11-05 17:23,遺留火種-其他,0,0
彰化縣,鹿港鎮,,M17K05R2,106-11-05 17:16,106-11-05 17:26,其他-因燃燒雜草、垃圾,0,0
雲林縣,北港鎮,草湖里,O17K05R2,106-11-05 17:19,106-11-05 17:31,遺留火種-其他-微火(餘燼),0,0
雲林縣,虎尾鎮,台78線東往西,O17K05R3,106-11-05 17:20,106-11-05 17:34,遺留火種-其他-微火(餘燼),0,0
苗栗縣,苑裡鎮,,K17K05R1 ,106-11-05 17:31,106-11-05 17:45,其他-因燃燒雜草、垃圾,0,0
花蓮縣,玉里鎮,鐵份附近(193線107.6公里附近),U17K05R2,106-11-05 17:38,106-11-05 17:48,其他-因燃燒雜草、垃圾,0,0
臺南市,西港區,文化路,G17K05R2,106-11-05 17:43,106-11-05 17:51,遺留火種-其他,0,0
高雄市,路竹區,大社路,B17K05R2,106-11-05 17:46,,電氣因素(不含車輛)-短路,0,0
臺南市,仁德區,文華路三段,G17K05R3,106-11-05 17:47,106-11-05 17:57,遺留火種-其他,0,0
苗栗縣,大湖鄉,,K17K05S1,106-11-05 18:17,106-11-05 18:40,其他-因燃燒雜草、垃圾,0,0
臺南市,鹽水區,金和路,G17K05S1,106-11-05 18:19,106-11-05 18:27,遺留火種-其他,0,0
苗栗縣,銅鑼鄉,,K17K05S1,106-11-05 18:22,106-11-05 18:28,其他-因燃燒雜草、垃圾,0,0
屏東縣,潮州鎮,延平路,S17K05S1,106-11-05 18:27,106-11-05 18:35,菸蒂,0,0
嘉義市,西區,美源街,F17K05S1,106-11-05 18:30,106-11-05 18:34,電氣因素(不含車輛)-接觸不良,0,0
臺南市,七股區,68-9號附近,G17K05S2,106-11-05 18:42,106-11-05 19:03,遺留火種-其他,0,0
彰化縣,秀水鄉,秀福路,M17K05T1,106-11-05 19:27,106-11-05 19:35,其他-因燃燒雜草、垃圾,0,0
嘉義縣,鹿草鄉,七米路往海豐方向,P17K05T1,106-11-05 19:52,106-11-05 19:59,遺留火種-其他-廢棄物雜草 ,0,0
臺北市,北投區,中央北路2段,A17K05U1,106-11-05 20:24,106-11-05 20:27,爐火烹調,0,0
臺南市,新市區,永就高鐵旁,G17K05U1,106-11-05 20:57,106-11-05 21:13,遺留火種-其他,0,0
臺南市,東山區,田尾,G17K05W1,106-11-05 22:04,106-11-05 22:17,遺留火種-其他,0,0
新北市,中和區,大勇街,H17K05W2,106-11-05 22:21,106-11-05 22:28,電氣因素(不含車輛)-過熱,0,0
新北市,中和區,民德路,H17K05W1,106-11-05 22:34,106-11-05 22:42,爐火烹調-油鍋起火,0,0
桃園市,新屋區,北勢,I17K05W3,106-11-05 22:40,106-11-05 22:49,其他-因燃燒雜草、垃圾,0,0
臺中市,大甲區,經國路,E17K05X1,106-11-05 23:16,106-11-05 23:21,其他-燃燒雜草,0,0
臺中市,豐原區,豐勢路二段,E17K05X2,106-11-05 23:36,106-11-05 23:45,其他-燃燒雜草,0,0
南投縣,南投市,中正路,N17K06A1,106-11-06 00:01,106-11-06 00:05,爐火烹調-乾燒,0,0
高雄市,前鎮區,中華五路,B17K06B1,106-11-06 01:13,106-11-06 01:20,菸蒂,0,0
屏東縣,恆春鎮,復興路,S17K06D1,106-11-06 03:05,106-11-06 03:15,電氣因素(不含車輛)-其他-其他,0,0
金門縣,金湖鎮,小巨蛋體育館附近,X17K06D1,106-11-06 03:53,106-11-06 03:58,敬神、掃墓、祭祖,0,0
雲林縣,莿桐鄉,中山路,O17K06D1,106-11-06 03:57,106-11-06 04:04,縱火-人為縱火,0,0
高雄市,大寮區,光明路一段,B17K06G1,106-11-06 06:55,106-11-06 07:03,其他-因燃燒雜草、垃圾,0,0
臺中市,沙鹿區,中山路,E17K06H1,106-11-06 07:15,106-11-06 07:20,電氣因素(不含車輛)-短路,0,0
臺中市,潭子區,中山路二段,E17K06H3,106-11-06 07:40,106-11-06 07:53,電氣因素(不含車輛)-短路,0,0
高雄市,鼓山區,大順一路中華一路口,B17K06H1,106-11-06 07:49,106-11-06 07:56,其他-車輛機械因素-軸承之摩擦,0,0
臺南市,六甲區,中社合板高鐵附近,G17K06H1,106-11-06 07:58,106-11-06 08:10,遺留火種-其他,0,0
苗栗縣,竹南鎮,,K17K06I1 ,106-11-06 08:16,106-11-06 08:22,其他-因燃燒雜草、垃圾,0,0
臺南市,南區,明興路,G17K06I1,106-11-06 08:44,106-11-06 08:49,遺留火種-其他,0,0
臺南市,安南區,青砂街一段,G17K06I2,106-11-06 08:52,106-11-06 09:01,遺留火種-其他,0,0
臺中市,后里區,主和路,E17K06J1,106-11-06 09:02,106-11-06 09:07,菸蒂,1,0
嘉義縣,溪口鄉,柴林腳1-10號,P17K06J2,106-11-06 09:12,,遺留火種-其他-廢棄物雜草 ,0,0
宜蘭縣,三星鄉,三星路2段,T17K06J1,106-11-06 09:19,106-11-06 09:28,電氣因素,0,0
臺中市,清水區,國道三右側山坡,E17K06J2,106-11-06 09:36,106-11-06 09:41,其他-因燃燒雜草、垃圾,0,0
臺南市,安南區,公學路四段,G17K06J1,106-11-06 09:39,106-11-06 09:46,遺留火種-其他,0,0
彰化縣,和美鎮,,M17K06J1,106-11-06 09:50,106-11-06 10:05,其他-因燃燒雜草、垃圾,0,0
臺南市,佳里區,佳福寺附近,G17K06K1,106-11-06 10:01,106-11-06 10:11,遺留火種-其他,0,0
雲林縣,麥寮鄉,濁水溪雷厝段,O17K06K1,106-11-06 10:03,106-11-06 10:14,遺留火種-其他-微火(餘燼),0,0
新北市,萬里區,港東街,H17K06K2,106-11-06 10:05,106-11-06 10:16,爐火烹調,0,0
桃園市,桃園區,天祥七街,I17K06K1,106-11-06 10:14,106-11-06 10:23,爐火烹調-乾燒,0,0
新北市,樹林區,東順街,H17K06K1,106-11-06 10:59,106-11-06 11:07,機械設備-其他,0,0
花蓮縣,玉里鎮,忠孝二街,U17K06L1,106-11-06 11:06,106-11-06 12:01,其他-因燃燒雜草、垃圾,0,0
彰化縣,田尾鄉,三溪一段,M17K06L1,106-11-06 11:26,106-11-06 11:38,其他-因燃燒雜草、垃圾,0,0
臺北市,大同區,迪化街2段,A17K06L1,106-11-06 11:32,106-11-06 11:36,爐火烹調,0,0
苗栗縣,通霄鎮,,K17K06L1 ,106-11-06 11:44,106-11-06 11:58,電氣因素(不含車輛)-短路,0,0
雲林縣,四湖鄉,廣溝村,O17K06M1,106-11-06 12:12,106-11-06 12:16,遺留火種-其他-微火(餘燼),0,0
彰化縣,線西鄉,沿海路一段,M17K06M1,106-11-06 12:54,106-11-06 13:00,其他-因燃燒雜草、垃圾,0,0
臺中市,豐原區,同安街,E17K06N1,106-11-06 13:46,106-11-06 13:53,烤火,0,0
新北市,淡水區,學府路,H17K06N1,106-11-06 13:56,106-11-06 14:03,遺留火種-蚊香,0,0
桃園市,桃園區,中山路,I17K06O1,106-11-06 14:11,106-11-06 14:16,爐火烹調-乾燒,0,0
雲林縣,土庫鎮,新興里,O17K06O1,106-11-06 14:48,106-11-06 15:00,菸蒂,0,0
高雄市,左營區,大中二路福山國中旁水溝內,B17K06P1,106-11-06 15:30,106-11-06 15:38,菸蒂,0,0
新北市,林口區,嘉溪雅坑,H17K06Q1,106-11-06 16:07,106-11-06 16:18,其他-因燃燒雜草、垃圾,0,0
苗栗縣,造橋鄉,,K17K06Q1 ,106-11-06 16:19,106-11-06 16:28,其他-因燃燒雜草、垃圾,0,0
嘉義縣,中埔鄉,台塑加油站左轉大廟附近,P17K06Q1,106-11-06 16:39,106-11-06 16:50,遺留火種-其他-廢棄物雜草 ,0,0
雲林縣,麥寮鄉,美奇幼兒園附近,O17K06Q1,106-11-06 16:56,106-11-06 17:05,遺留火種-其他-微火(餘燼),0,0
彰化縣,芬園鄉,彰南路四段,M17K06R1,106-11-06 17:03,106-11-06 17:09,菸蒂,0,0
臺南市,鹽水區,附近,G17K06R1,106-11-06 17:04,106-11-06 17:31,遺留火種-其他,0,0
臺東縣,成功鎮,八邊路,V17K06R1,106-11-06 17:07,106-11-06 17:15,電氣因素(不含車輛)-其他,0,0
新北市,五股區,快速道路64線向西6.5K,H17K06R1,106-11-06 17:09,106-11-06 17:20,電氣因素(不含車輛)-短路,0,0
彰化縣,秀水鄉,,M17K06R3,106-11-06 17:09,106-11-06 17:22,其他-因燃燒雜草、垃圾,0,0
桃園市,觀音區,區公所附近,I17K06R1,106-11-06 17:22,106-11-06 17:25,其他-因燃燒雜草、垃圾,0,0
嘉義縣,布袋鎮,半月,P17K06R1,106-11-06 17:25,106-11-06 17:42,遺留火種-其他-廢棄物雜草 ,0,0
嘉義縣,鹿草鄉,海豐路路段,P17K06R2,106-11-06 17:26,106-11-06 17:33,遺留火種-其他-廢棄物雜草 ,0,0
桃園市,新屋區,中山西路三段,I17K06R7,106-11-06 17:29,106-11-06 17:34,其他-因燃燒雜草、垃圾,0,0
高雄市,鳳山區,頂賢街,B17K06R1,106-11-06 17:30,106-11-06 17:34,菸蒂,0,0
屏東縣,竹田鄉,,S17K06R1,106-11-06 17:42,106-11-06 17:49,菸蒂,0,0
彰化縣,彰化市,,M17K06R2,106-11-06 17:45,106-11-06 18:08,其他-因燃燒雜草、垃圾,0,0
高雄市,旗山區,旁,B17K06R2,106-11-06 17:48,106-11-06 17:52,其他-因燃燒雜草、垃圾,0,0
臺南市,安南區,台江大道,G17K06S1,106-11-06 18:06,106-11-06 18:13,遺留火種-其他,0,0
嘉義縣,新港鄉,萬能宮附近,P17K06S1,106-11-06 18:09,106-11-06 18:24,遺留火種-其他-燃燒甘蔗園,0,0
臺南市,安南區,城北路,G17K06S2,106-11-06 18:10,106-11-06 18:20,遺留火種-其他,0,0
新北市,三重區,六張街,H17K06S1,106-11-06 18:14,106-11-06 18:20,爐火烹調-油鍋起火,0,0
新北市,新店區,安康路2段,H17K06S2,106-11-06 18:17,106-11-06 18:27,電氣因素(不含車輛)-短路,0,0
彰化縣,溪州鄉,,M17K06S1,106-11-06 18:19,106-11-06 18:29,其他-因燃燒雜草、垃圾,0,0
雲林縣,虎尾鎮,頂溪里,O17K06S1,106-11-06 18:19,106-11-06 18:33,遺留火種-其他-微火(餘燼),0,0
臺南市,安南區,永續十八街,G17K06S3,106-11-06 18:48,106-11-06 18:55,遺留火種-其他,0,0
桃園市,中壢區,永福路,I17K06T1,106-11-06 19:14,106-11-06 19:21,電氣因素(不含車輛)-短路,0,0
雲林縣,四湖鄉,中山西路,O17K06U1,106-11-06 20:15,106-11-06 20:21,電氣因素(不含車輛)-短路,0,0
臺北市,士林區,中山北路6段,A17K06U1,106-11-06 20:23,106-11-06 20:28,爐火烹調,0,0
彰化縣,大村鄉,中山路二段,M17K06U1,106-11-06 20:24,106-11-06 20:31,其他-因燃燒雜草、垃圾,0,0
苗栗縣,通霄鎮,,K17K06V1 ,106-11-06 21:42,106-11-06 21:55,敬神、祭祖,0,0
新竹縣,關西鎮,,J17K06W1,106-11-06 22:30,106-11-06 22:43,電氣因素(不含車輛)-過負載,0,0
彰化縣,芳苑鄉,,M17K06W1,106-11-06 22:32,106-11-06 22:46,其他-因燃燒雜草、垃圾,0,0
新北市,板橋區,三民路ㄧ段,H17K06W1,106-11-06 22:55,106-11-06 23:01,其他-燃燒樹葉,0,0
臺北市,中山區,林森北路,A17K06X1,106-11-06 23:07,106-11-06 23:12,爐火烹調,0,0
花蓮縣,吉安鄉,南海十一街,U17K06X2,106-11-06 23:15,106-11-06 23:25,玩火-打火機,0,0
雲林縣,土庫鎮,新興里,O17K06X1,106-11-06 23:22,106-11-06 23:37,遺留火種-其他-微火(餘燼),0,0
臺南市,南區,濱南路,G17K06X1,106-11-06 23:35,106-11-06 23:47,遺留火種-其他,0,0
高雄市,岡山區,柳橋西路一段到底接巨輪路,B17K07A1,106-11-07 00:50,106-11-07 01:04,其他-因燃燒雜草、垃圾,0,0
臺中市,梧棲區,信義街,E17K07D1,106-11-07 03:03,106-11-07 03:08,敬神、祭祖,0,0
雲林縣,古坑鄉,光昌路,O17K07F1,106-11-07 05:32,106-11-07 05:50,電氣因素(不含車輛)-短路,0,0
新北市,瑞芳區,四腳亭埔路,H17K07G2,106-11-07 06:26,106-11-07 06:36,其他,0,0
彰化縣,秀水鄉,義興街,M17K07H1,106-11-07 07:21,"106-11-07
07:32",電氣因素(不含車輛)-短路,0,0
高雄市,大社區,大吉路,B17K07H1,106-11-07 07:48,106-11-07 07:55,電氣因素(不含車輛)-其他-電池本體嚴重爆損,0,0
新北市,板橋區,漢生東路,H17K07I1,106-11-07 08:31,106-11-07 08:38,電氣因素(不含車輛)-短路,0,0
桃園市,八德區,中華路,I17K07J3,106-11-07 09:22,106-11-07 09:31,爐火烹調-乾燒,0,0
臺中市,梧棲區,中央路一段,E17K07J1,106-11-07 09:31,106-11-07 09:36,爐火烹調-乾燒,0,0
彰化縣,鹿港鎮,,M17K07J1,106-11-07 09:51,106-11-07 10:09,遺留火種-乙炔餘火,0,0
臺中市,霧峰區,民生路,E17K07K1,106-11-07 10:15,106-11-07 10:21,其他-燃燒廢棄物,0,0
臺北市,北投區,育仁路,A17K07K1,106-11-07 10:43,106-11-07 10:47,爐火烹調,0,0
雲林縣,元長鄉,台19,O17K07K1,106-11-07 10:44,106-11-07 10:57,遺留火種-其他-微火(餘燼),0,0
臺北市,中山區,南京東路3段,A17K07K2,106-11-07 10:49,106-11-07 10:53,電氣因素(不含車輛)-短路,0,0
臺中市,和平區,東崎路一段,E17K07K3,106-11-07 10:57,106-11-07 11:09,電氣因素(不含車輛)-短路,0,0
高雄市,路竹區,國昌路,B17K07L1,106-11-07 11:04,,其他-因燃燒雜草、垃圾,0,0
臺中市,大甲區,東西五路一段,E17K07L1,106-11-07 11:11,106-11-07 11:19,其他-燃燒廢棄物,0,0
屏東縣,潮州鎮,新興路,S17K07L1,106-11-07 11:31,106-11-07 11:42,爐火烹調-其他-其他,0,0
臺中市,東區,一心北街,E17K07L3,106-11-07 11:52,106-11-07 11:57,爐火烹調-乾燒,0,0
高雄市,岡山區,嘉新東路,B17K07M1,106-11-07 12:42,106-11-07 12:52,其他-車輛電氣因素-電氣系統-電瓶,0,0
彰化縣,芳苑鄉,,M17K07N1,106-11-07 13:23,106-11-07 13:27,其他-因燃燒雜草、垃圾,0,0
臺南市,鹽水區,老人文康中心附近,G17K07N1,106-11-07 13:31,106-11-07 13:33,遺留火種-其他,0,0
臺北市,信義區,信義路5段,A17K07N1,106-11-07 13:34,106-11-07 13:37,爐火烹調,0,0
臺中市,龍井區,國三南下,E17K07N1,106-11-07 13:36,106-11-07 13:42,其他-因燃燒雜草、垃圾,0,0
桃園市,蘆竹區,三民路二段,I17K07N5,106-11-07 13:49,106-11-07 14:03,電氣因素(不含車輛)-不詳,0,0
臺北市,內湖區,東湖路,A17K07N2,106-11-07 13:56,106-11-07 13:59,爐火烹調,0,0
臺北市,大安區,敦化南路1段,A17K07O1,106-11-07 14:06,106-11-07 14:06,爐火烹調,0,0
臺北市,大安區,羅斯福路3段,A17K07O2,106-11-07 14:26,106-11-07 14:32,菸蒂,0,0
高雄市,大社區,,B17K07O1,106-11-07 14:27,106-11-07 14:42,其他-因燃燒雜草、垃圾,0,0
新北市,林口區,八德路,H17K07O1,106-11-07 14:30,106-11-07 14:36,其他,0,0
臺中市,外埔區,大甲東路,E17K07P1,106-11-07 15:01,106-11-07 15:08,其他-燃燒雜草,0,0
雲林縣,口湖鄉,崙東村中山路,O17K07P1,106-11-07 15:08,106-11-07 15:20,遺留火種-其他-微火(餘燼),0,0
雲林縣,崙背鄉,垃圾場往東,O17K07P2,106-11-07 15:17,106-11-07 15:35,其他-因燃燒雜草、垃圾,0,0
新北市,新店區,新店區公所捷運站1號出口,H17K07P1,106-11-07 15:22,106-11-07 15:28,其他,0,0
臺中市,清水區,中航路三段,E17K07P2,106-11-07 15:53,106-11-07 15:58,其他-因燃燒雜草、垃圾,0,0
臺中市,大甲區,中油(建興站)後方,E17K07P3,106-11-07 15:54,106-11-07 16:12,其他-燃燒雜草,0,0
南投縣,水里鄉,堤防路,N17K07Q1,106-11-07 16:11,106-11-07 16:17,其他-因燃燒雜草、垃圾,0,0
新竹縣,寶山鄉,湳坑路一段,J17K07Q1,106-11-07 16:20,106-11-07 16:32,其他-因燃燒雜草、垃圾,0,0
雲林縣,元長鄉,長南村元西路,O17K07Q1,106-11-07 16:20,106-11-07 16:27,遺留火種-其他-微火(餘燼),0,0
雲林縣,二崙鄉,欣欣補習班旁,O17K07Q2,106-11-07 16:29,106-11-07 16:33,其他-因燃燒雜草、垃圾,0,0
臺南市,七股區,,G17K07Q1,106-11-07 16:35,106-11-07 16:42,爐火烹調-乾燒,0,0
新北市,貢寮區,美艷山街,H17K07Q1,106-11-07 16:55,106-11-07 17:03,其他,0,0
臺中市,大雅區,月祥路,E17K07Q3,106-11-07 16:55,106-11-07 17:07,爐火烹調-乾燒,0,0
臺南市,安南區,府安路五段,G17K07R1,106-11-07 17:11,106-11-07 17:24,遺留火種-其他,0,0
臺南市,北區,北安橋,G17K07R2,106-11-07 17:12,106-11-07 17:24,遺留火種-其他,0,0
臺南市,七股區,旁正王府附近,G17K07R3,106-11-07 17:17,106-11-07 17:36,遺留火種-其他,0,0
彰化縣,埔鹽鄉,,M17K07R1,106-11-07 17:18,106-11-07 17:24,電氣因素(不含車輛)-短路,0,0
彰化縣,田中鎮,,M17K07R2,106-11-07 17:25,106-11-07 17:35,其他-因燃燒雜草、垃圾,0,0
嘉義縣,鹿草鄉,海豐公墓,P17K07R1,106-11-07 17:27,106-11-07 17:33,遺留火種-其他-廢棄物雜草 ,0,0
桃園市,觀音區,大觀路一段,I17K07R1,106-11-07 17:28,106-11-07 17:35,其他-因燃燒雜草、垃圾,0,0
嘉義縣,民雄鄉,,P17K07R2,106-11-07 17:29,106-11-07 17:36,遺留火種-其他-廢棄物雜草 ,0,0
臺中市,大雅區,上山路,E17K07R2,106-11-07 17:48,106-11-07 17:58,其他-燃燒廢棄物,0,0
高雄市,三民區,大豐二路,B17K07S1,106-11-07 18:34,106-11-07 18:40,爐火烹調-乾燒,0,0
雲林縣,斗六市,仁義路,O17K07T1,106-11-07 19:10,106-11-07 19:32,其他-因燃燒雜草、垃圾,0,0
臺北市,文山區,木新路2段,A17K07T1,106-11-07 19:35,106-11-07 19:40,電氣因素(不含車輛)-其他,0,0
臺中市,潭子區,潭興路一段,E17K07U1,106-11-07 20:05,106-11-07 20:14,其他-燃燒廢棄物,0,0
臺中市,外埔區,長生路,E17K07U2,106-11-07 20:41,106-11-07 20:51,其他-燃燒雜草,0,0
臺南市,安南區,北安橋,G17K07U1,106-11-07 20:41,106-11-07 20:50,遺留火種-其他,0,0
嘉義市,東區,民國路,F17K07U1,106-11-07 20:59,106-11-07 21:03,爐火烹調-乾燒,0,0
宜蘭縣,羅東鎮,豐年路,T17K07V1,106-11-07 21:14,106-11-07 21:20,電氣因素,0,0
高雄市,鹽埕區,新樂街,B17K07W1,106-11-07 22:25,106-11-07 22:27,敬神、祭祖,0,0
臺中市,大雅區,永和路,E17K07X1,106-11-07 23:11,106-11-07 23:17,爐火烹調-乾燒,0,0
桃園市,大園區,西濱路三段,I17K07X1,106-11-07 23:42,106-11-07 23:53,其他-因燃燒雜草、垃圾,0,0
臺中市,南屯區,永春東路,E17K08A1,106-11-08 00:14,106-11-08 00:20,爐火烹調-乾燒,0,0
新北市,三重區,三陽路,H17K08C1,106-11-08 02:35,106-11-08 02:42,其他,0,0
臺南市,左鎮區,,G17K08E1,106-11-08 04:03,106-11-08 04:13,遺留火種-其他-菸蒂或木工研磨火星,0,0
嘉義縣,太保市,新安七街38號附近,P17K08E1,106-11-08 04:53,106-11-08 05:02,遺留火種-其他-廢棄物雜草 ,0,0
桃園市,平鎮區,南平路二段,I17K08F1,106-11-08 05:00,106-11-08 05:08,其他-風管積絮(污)引火,0,0
彰化縣,彰化市,茄苳路二段,M17K08F1,106-11-08 05:12,106-11-08 05:29,其他-因燃燒雜草、垃圾,0,0
金門縣,金寧鄉,沙崗農場附近,X17K08G1,106-11-08 06:12,106-11-08 06:18,其他-因燃燒雜草、垃圾,0,0
雲林縣,斗六市,後站往斗南,O17K08H1,106-11-08 07:15,106-11-08 07:25,其他-因燃燒雜草、垃圾,0,0
臺中市,烏日區,慶光路,E17K08J3,106-11-08 09:20,106-11-08 09:27,其他-河堤燃燒雜草,0,0
金門縣,金湖鎮,下湖村落,X17K08J1,106-11-08 09:37,106-11-08 09:45,其他-因燃燒雜草、垃圾,0,0
彰化縣,彰化市,聖安路,M17K08J1,106-11-08 09:44,106-11-08 09:58,其他-因燃燒雜草、垃圾,0,0
高雄市,橋頭區,甲樹橋,B17K08J1,106-11-08 09:54,106-11-08 10:00,其他-因燃燒雜草、垃圾,0,0
南投縣,水里鄉,郡坑國小附近河床,N17K08J1,106-11-08 09:59,106-11-08 10:25,其他-因燃燒雜草、垃圾,0,0
臺南市,安南區,城西街三段,G17K08K1,106-11-08 10:06,106-11-08 10:19,遺留火種-其他,0,0
桃園市,八德區,和平路,I17K08K1,106-11-08 10:09,106-11-08 10:18,其他-因燃燒雜草、垃圾,0,0
高雄市,路竹區,復興路,B17K08K1,106-11-08 10:21,,爐火烹調-乾燒,0,0
彰化縣,彰化市,茄苳路二段,M17K08K1,106-11-08 10:31,106-11-08 10:44,其他-因燃燒雜草、垃圾,0,0
彰化縣,大城鄉,,M17K08K2,106-11-08 10:52,106-11-08 11:07,其他-因燃燒雜草、垃圾,0,0
桃園市,八德區,介壽路二段,I17K08L1,106-11-08 11:02,106-11-08 11:11,爐火烹調-乾燒,0,0
臺南市,學甲區,八德街,G17K08L1,106-11-08 11:05,106-11-08 11:13,遺留火種-其他,0,0
臺中市,北區,華興街,E17K08L1,106-11-08 11:06,106-11-08 11:13,爐火烹調-乾燒,0,0
臺中市,神岡區,堤南路,E17K08L2,106-11-08 11:07,106-11-08 11:32,其他-燃燒雜草,0,0
臺南市,永康區,興工路,G17K08L2,106-11-08 11:14,106-11-08 11:24,電氣因素(不含車輛)-其他,0,0
臺中市,大里區,中興路一段,E17K08L3,106-11-08 11:19,106-11-08 11:29,爐火烹調-油鍋起火,0,0
新北市,土城區,日新街,H17K08L2,106-11-08 11:24,106-11-08 11:30,爐火烹調-油鍋起火,0,0
臺南市,南區,明興路,G17K08L3,106-11-08 11:43,106-11-08 11:50,遺留火種-其他,0,0
桃園市,觀音區,環南路737號,I17K08L2,106-11-08 11:58,106-11-08 12:07,其他-因燃燒雜草、垃圾,0,0
彰化縣,大城鄉,東勢路,M17K08M1,106-11-08 12:15,106-11-08 12:19,其他-因燃燒雜草、垃圾,0,0
臺中市,沙鹿區,中清路五段,E17K08M1,106-11-08 12:17,106-11-08 12:23,爐火烹調-油鍋起火,0,0
桃園市,八德區,陸光街,I17K08M3,106-11-08 12:30,106-11-08 12:35,電氣因素(不含車輛)-短路,0,0
臺中市,烏日區,溪尾大橋堤防,E17K08M2,106-11-08 12:31,106-11-08 12:47,其他-河堤燃燒雜草,0,0
彰化縣,永靖鄉,,M17K08M2,106-11-08 12:42,106-11-08 13:14,遺留火種-不詳,0,0
臺南市,下營區,下營救災救護分隊後方,G17K08N1,106-11-08 13:05,106-11-08 13:09,遺留火種-其他,0,0
臺南市,新化區,山腳,G17K08N2,106-11-08 13:05,106-11-08 13:23,遺留火種-其他,0,0
新北市,五股區,成泰路2段,H17K08N1,106-11-08 13:09,106-11-08 13:15,其他-因燃燒雜草、垃圾,0,0
臺南市,南區,親水公園內,G17K08N3,106-11-08 13:35,106-11-08 00:00,遺留火種-其他,0,0
苗栗縣,後龍鎮,,K17K08N1 ,106-11-08 13:40,106-11-08 13:50,其他-車輛電氣因素-配線-電氣絕緣破損造成短路,0,0
高雄市,小港區,桂陽路,B17K08N1,106-11-08 13:42,106-11-08 13:55,爐火烹調-油鍋起火,0,0
臺南市,關廟區,附近,G17K08N4,106-11-08 13:50,106-11-08 14:00,遺留火種-其他,0,0
臺南市,後壁區,附近,G17K08O1,106-11-08 14:05,106-11-08 14:16,遺留火種-其他,0,0
臺南市,歸仁區,南丁路,G17K08O2,106-11-08 14:19,106-11-08 14:31,遺留火種-其他,0,0
新北市,新店區,建國路,H17K08O1,106-11-08 14:35,106-11-08 14:45,電氣因素(不含車輛)-其他,0,0
臺南市,永康區,西勢路,G17K08O3,106-11-08 14:38,106-11-08 14:51,遺留火種-其他,0,0
臺南市,歸仁區,七甲五街,G17K08O4,106-11-08 14:43,106-11-08 14:52,遺留火種-其他,0,0
嘉義縣,東石鄉,,P17K08O2,106-11-08 14:49,106-11-08 14:55,其他-燒雜草,0,0
臺中市,大肚區,溪洲路,E17K08O1,106-11-08 14:50,106-11-08 14:55,其他-因燃燒雜草、垃圾,0,0
