,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
110415,108年04月30日 09時30分00秒,基隆市安樂區基金二路 / 基隆市安樂區基金二路,死亡0;受傷1,普通重型-機車;普通重型-機車,121.701269,25.141907999999997
110612,108年04月30日 13時10分00秒,基隆市安樂區基金一路117-15號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,121.71768999999999,25.138706
110652,108年04月30日 14時20分00秒,基隆市中山區中和路 / 基隆市中山區中和路,死亡0;受傷1,普通重型-機車,121.71851200000002,25.148978
110735,108年04月30日 16時27分00秒,基隆市中正區中正路 / 基隆市中正區中正路,死亡0;受傷2,普通重型-機車;普通重型-機車,121.761031,25.142781
110857,108年04月30日 18時09分00秒,基隆市信義區深澳坑路8-47號前0.0公尺,死亡0;受傷1,自用-小貨車(含客、貨兩用);自用-小客車,121.77761399999999,25.130989000000003
110909,108年04月30日 18時50分00秒,基隆市安樂區基金一路 / 基隆市安樂區基金一路,死亡0;受傷1,普通重型-機車;自用-小客車,121.709976,25.141901999999998
110920,108年04月30日 19時15分00秒,基隆市中山區中和路18號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,121.722297,25.144775
110938,108年04月30日 19時31分00秒,基隆市安樂區基金一路124號前0.0公尺,死亡0;受傷1,公營公車-大客車;自用-小貨車(含客、貨兩用);行人-人;乘客-人,121.71211699999999,25.140439999999998
110997,108年04月30日 20時50分00秒,基隆市七堵區堵南街中油加油站前,死亡0;受傷1,自用-小客車;自用-小客車;乘客-人,121.68384499999999,25.08222
111076,108年05月01日 00時20分00秒,基隆市暖暖區八堵路142號八堵火車站前,死亡0;受傷1,計程車-小客車;普通重型-機車,121.729054,25.108334
111397,108年05月01日 11時48分00秒,基隆市信義區培德路前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小客車,121.771652,25.129306
111414,108年05月01日 12時15分00秒,基隆市信義區深美街73號,死亡0;受傷1,自用-小客車;自用-小客車,121.78041599999999,25.13541
111674,108年05月01日 17時40分00秒,基隆市中正區義一路69號前0.0公尺,死亡0;受傷2,普通重型-機車;普通重型-機車,121.746348,25.134149
111682,108年05月01日 17時50分00秒,基隆市中山區新西街85號前0.0公尺,死亡0;受傷2,普通重型-機車;普通重型-機車,121.72728300000001,25.139503
111707,108年05月01日 18時20分00秒,基隆市中山區復興路259巷30-1號前0.0公尺,死亡0;受傷1,行人-人,121.725495,25.15158
111746,108年05月01日 19時20分00秒,基隆市中正區新豐街 / 基隆市中正區新豐街,死亡0;受傷1,自用-小客車;普通重型-機車;自用-小客車,121.78749099999999,25.135757
