,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
1031,108年07月27日 14時03分00秒,彰化縣鹿港鎮東崎里彰鹿路5段75號前0.0公尺前,死亡1;受傷0,自用-小客車,120.477886,24.048745
1037,108年07月28日 11時39分00秒,彰化縣田中鎮三光里高鐵二路3段 / 彰化縣田中鎮三光里三民路,死亡1;受傷0,普通重型-機車;民營客運-大客車,120.569517,23.87044
1039,108年07月29日 07時50分00秒,彰化縣埔鹽鄉西湖村大新路2弄84-7號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.439823,24.001328
1041,108年07月29日 11時42分00秒,彰化縣竹塘鄉新廣村光明路前0.0公尺,死亡1;受傷0,普通重型-機車,120.427384,23.845996
1047,108年07月30日 16時26分00秒,彰化縣鹿港鎮頂番里彰頂路146號前0.0公尺前,死亡1;受傷1,自用-小客車;普通重型-機車;自用-小客車,120.486139,24.083717
1054,108年08月01日 05時40分00秒,彰化縣彰化市中山里中山路2段678號前0.0公尺前,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.546232,24.082169
1083,108年08月07日 17時38分00秒,彰化縣花壇鄉灣東村東外環路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.577041,24.039498
1099,108年08月10日 06時38分00秒,彰化縣彰化市光復里中正路1段 / 彰化縣彰化市光復里民生路,死亡1;受傷0,普通重型-機車;普通重型-機車,120.542435,24.08251
1113,108年08月14日 10時35分00秒,彰化縣員林市湖水里湖水巷345號前0.0公尺前,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.618706,23.952186
1117,108年08月14日 17時50分00秒,彰化縣大城鄉永和村北五路 / 彰化縣大城鄉永和村南平路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.30939,23.856511
1144,108年08月21日 09時50分12秒,彰化縣大村鄉國道1號 207公里400.0公尺處北側向路肩,死亡1;受傷0,自用-小客車;自用-小貨車(含客、貨兩用),120.509783,23.993373
1165,108年08月26日 04時40分00秒,彰化縣二林鎮豐田里太平路2段前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,120.403928,23.914616
1170,108年08月26日 12時46分00秒,彰化縣竹塘鄉土庫村中央路1段373號前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,120.348228,23.907376
1176,108年08月27日 17時44分00秒,彰化縣芳苑鄉新街村芳新路新街段156號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.308683,23.906706
1181,108年08月29日 03時45分55秒,彰化縣大村鄉國道1號 205公里700.0公尺處北側向外側,死亡1;受傷0,自用-小客車;營業用-大貨車;自用-小客車,120.509783,23.993373
1190,108年08月31日 12時56分00秒,彰化縣溪州鄉水尾村太平路316弄前0.0公尺,死亡1;受傷3,自用-大貨車;自用-小貨車(含客、貨兩用);自用-小客車;乘客-人,120.4668,23.82631
1219,108年09月06日 10時25分00秒,彰化縣二林鎮原斗里斗苑路2段 / 彰化縣二林鎮原斗里萬原路1段,死亡1;受傷0,普通重型-機車;自用-小客車,120.425739,23.896924
1234,108年09月09日 21時53分00秒,彰化縣芳苑鄉路上村上林路路上段 / 彰化縣芳苑鄉路上村上林路路上段,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,120.339486,23.892866
1237,108年09月11日 11時02分00秒,彰化縣員林市大埔里三潭巷前0.0公尺,死亡1;受傷0,營業用-大貨車;普通重型-機車,120.548781,23.972559
1248,108年09月13日 07時32分00秒,彰化縣秀水鄉安東村彰水路2段726號前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車;普通重型-機車;自用-小客車;自用-小客車;腳踏自行車-慢車,120.499508,24.033876
1252,108年09月14日 00時25分00秒,彰化縣彰化市興北里三民路 / 彰化縣彰化市興北里和平路,死亡1;受傷1,普通重型-機車;普通重型-機車,120.540244,24.083317
1256,108年09月14日 12時30分00秒,彰化縣鹿港鎮廖厝里鹿和路2段 / 彰化縣鹿港鎮廖厝里學子巷,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.461029,24.072948
1261,108年09月14日 22時32分00秒,彰化縣溪湖鎮湖東里忠溪路420弄前0.0公尺,死亡1;受傷0,普通重型-機車,120.492955,23.958233
1265,108年09月15日 05時20分00秒,彰化縣鹿港鎮海埔里鹿草路2段790號前0.0公尺,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.443703,24.082436
1275,108年09月16日 16時44分00秒,彰化縣溪州鄉溪厝村中山路2段前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.484442,23.849664
1336,108年10月01日 17時32分00秒,彰化縣芳苑鄉新寶村中正路前0.0公尺,死亡1;受傷0,普通輕型-機車;自用-小貨車(含客、貨兩用),120.352306,23.975086
1343,108年10月02日 09時57分00秒,彰化縣芳苑鄉路上村上林路路上段893弄前0.0公尺,死亡1;受傷0,普通重型-機車,120.326593,23.90078
1345,108年10月03日 00時19分00秒,彰化縣彰化市延和里大埔路23號前0.0公尺前,死亡1;受傷0,自用-小客車;普通重型-機車;普通重型-機車,120.545486,24.054267
1353,108年10月03日 18時01分00秒,彰化縣北斗鎮新政里神社路 / 彰化縣北斗鎮新政里學府路,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人;自用-小客車;自用-小客車,120.522454,23.878128
1356,108年10月04日 20時21分00秒,彰化縣溪湖鎮東溪里員鹿路1段356號前0.0公尺前,死亡1;受傷0,普通重型-機車;租賃車-小客車,120.502103,23.953562
1357,108年10月04日 20時31分00秒,彰化縣員林市南興里員埔路 / 彰化縣員林市南興里三潭巷,死亡1;受傷0,腳踏自行車-慢車;營業用-大貨車,120.545334,23.97123
1380,108年10月09日 05時30分00秒,彰化縣和美鎮竹營里和頭路256弄117號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.504395,24.116435
1388,108年10月10日 16時26分00秒,彰化縣鹿港鎮東崎里鹿東路2段448號前0.0公尺前,死亡1;受傷0,普通重型-機車;自用-小客車,120.458705,24.055495
1408,108年10月14日 10時17分00秒,彰化縣溪州鄉溪州村溪林路 / 彰化縣溪州鄉溪州村中山路3段,死亡1;受傷0,普通重型-機車;普通重型-機車,120.491261,23.853463
