,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
735,108年05月26日 14時57分00秒,屏東縣屏東市和生路2段口 / 屏東縣屏東市和生路2段口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.476184,22.653572
766,108年06月03日 11時20分00秒,屏東縣崁頂鄉土葛路50號,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.508579,22.533713
774,108年06月04日 17時06分00秒,屏東縣屏東市建國路478號前0.0公尺西側,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),120.462037,22.654121
795,108年06月08日 16時25分00秒,屏東縣枋寮鄉瓦磘路枋寮幹71號電桿前,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.590057,22.383788
797,108年06月08日 18時00分00秒,屏東縣九如鄉五權路與林森路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.495447,22.736223
805,108年06月10日 06時25分00秒,屏東縣新埤鄉萬隆村萬安路(萬隆幹157),死亡1;受傷0,自用-曳引車;普通重型-機車,120.570895,22.50426
813,108年06月10日 18時36分00秒,屏東縣萬丹鄉社口村南北路二段1051號前,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.466914,22.616115
816,108年06月11日 11時39分00秒,屏東縣新園鄉光復路17-2號對面,死亡1;受傷0,普通重型-機車,120.440415,22.473269
825,108年06月13日 06時53分00秒,屏東縣竹田鄉潮州路與竹南路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.540513,22.569184
860,108年06月20日 14時12分10秒,屏東縣滿州鄉响林村福林路1號,死亡1;受傷0,自用-小客車,120.83159,22.038557
862,108年06月21日 05時47分00秒,屏東縣屏東市勝利路附近 / 屏東縣屏東市機場北路附近,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.472604,22.678598
877,108年06月23日 11時16分00秒,屏東縣內埔鄉隘寮村清涼路2段92號前0.0公尺附近,死亡1;受傷2,普通重型-機車;乘客-人;乘客-人,120.632085,22.699041
891,108年06月26日 06時15分00秒,屏東縣林邊鄉光前路段,死亡1;受傷0,自用-小客車;行人-人,120.494945,22.426727
917,108年06月30日 20時05分00秒,屏東縣長治鄉長興路427-1號前,死亡1;受傷1,普通輕型-機車;普通重型-機車,120.512843,22.681458
928,108年07月04日 04時15分00秒,屏東縣里港鄉里港大橋(台三線416.4公里處),死亡1;受傷2,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人,120.502178,22.797255
948,108年07月08日 15時43分00秒,屏東縣九如鄉向陽路(TS10.51397號電桿),死亡1;受傷0,自用-小客車,120.508425,22.763588
